,st,day,Month,year,hour,min,temp,humd,pres,pm1,pm2,pm3,am,sm,lum
9017,27.21,20,9,2022,20,4,,,,1.11,2.23,55.32,1.6,6667.0,1.0
9018,27.21,20,9,2022,20,7,,,,1.67,2.23,55.32,1.6,6757.0,1.0
9019,27.22,20,9,2022,20,10,,,,2.23,2.23,55.32,1.6,6757.0,1.0
9020,27.22,20,9,2022,21,1,,,,0.55,2.23,54.76,1.6,6757.0,1.0
9021,27.21,20,9,2022,21,4,,,,1.11,2.23,54.76,1.6,6667.0,1.0
9022,27.21,20,9,2022,21,6,,,,1.67,2.23,54.76,0.8,6757.0,1.0
9023,27.2,20,9,2022,21,9,,,,2.23,2.23,54.76,0.8,6667.0,1.0
9024,27.19,20,9,2022,21,12,,,,2.79,2.23,54.76,0.8,6757.0,1.0
9025,27.19,20,9,2022,22,3,,,,0.55,2.79,55.32,0.8,6579.0,1.0
9026,27.17,20,9,2022,22,6,,,,1.11,2.79,55.32,0.8,6667.0,1.0
9027,27.16,20,9,2022,22,8,,,,1.67,2.79,55.32,1.6,6579.0,1.0
9028,27.14,20,9,2022,22,11,,,,2.23,2.79,55.32,0.8,6667.0,1.0
9029,27.13,20,9,2022,23,2,,,,0.55,2.23,55.32,0.8,6579.0,1.0
9030,27.11,20,9,2022,23,5,,,,1.11,2.23,55.32,1.6,6579.0,1.0
9031,27.09,20,9,2022,23,8,,,,1.67,2.23,55.32,0.0,6579.0,1.0
9032,27.07,20,9,2022,23,10,,,,2.23,2.23,55.32,0.8,6667.0,1.0
9033,27.05,21,9,2022,0,1,,,,0.55,2.23,54.76,1.6,6667.0,1.0
9034,27.03,21,9,2022,0,4,,,,1.11,2.23,54.76,0.0,6667.0,1.0
9035,27.0,21,9,2022,0,7,,,,1.67,2.23,54.76,1.6,6667.0,1.0
9036,26.99,21,9,2022,0,10,,,,2.23,2.23,54.76,0.8,6667.0,1.0
9037,26.96,21,9,2022,0,12,,,,0.55,2.23,54.76,0.0,6667.0,1.0
9038,26.94,21,9,2022,1,3,,,,1.11,2.23,54.76,0.0,6579.0,1.0
9039,26.92,21,9,2022,1,6,,,,1.67,2.23,54.76,0.0,6579.0,1.0
9040,26.89,21,9,2022,1,9,,,,2.23,2.23,54.76,0.0,6579.0,1.0
9041,26.87,21,9,2022,1,12,,,,2.79,2.23,54.76,0.0,6579.0,1.0
9042,26.84,21,9,2022,2,2,,,,0.55,2.79,55.32,0.0,6579.0,1.0
9043,26.81,21,9,2022,2,5,,,,1.11,2.79,55.32,0.0,6579.0,1.0
9044,26.79,21,9,2022,2,8,,,,1.67,2.79,55.32,0.0,6579.0,1.0
9045,26.77,21,9,2022,2,11,,,,2.23,2.79,55.32,0.0,6579.0,1.0
9046,26.74,21,9,2022,3,2,,,,0.55,2.23,55.32,0.0,6579.0,1.0
9047,26.72,21,9,2022,3,4,,,,1.11,2.23,55.32,0.0,6579.0,1.0
9048,26.69,21,9,2022,3,7,,,,1.67,2.23,55.32,0.0,6579.0,1.0
9049,26.67,21,9,2022,3,10,,,,2.23,2.23,55.32,0.0,6667.0,1.0
9050,26.64,21,9,2022,4,1,,,,0.55,2.23,54.76,0.8,6667.0,1.0
9051,26.62,21,9,2022,4,4,,,,1.11,2.23,54.76,0.0,6579.0,1.0
9052,26.59,21,9,2022,4,6,18.53,100.0,93061.11,1.3900000000000001,2.51,54.76,0.0,6761.5,1.0
9053,26.56,21,9,2022,4,9,,,,2.23,2.23,54.76,0.0,6667.0,1.0
9054,26.54,21,9,2022,4,12,,,,2.79,2.23,54.76,1.6,6579.0,1.0
9055,26.52,21,9,2022,5,3,,,,0.55,2.79,55.32,0.0,6667.0,1.0
9056,26.49,21,9,2022,5,6,,,,1.11,2.79,55.32,0.0,6667.0,1.0
9057,26.47,21,9,2022,5,8,17.97,100.0,93134.89,1.67,2.51,55.04,0.0,6805.5,1.0
9058,26.44,21,9,2022,5,11,17.95,100.0,93148.86,2.23,2.51,55.04,0.0,6761.5,1.0
9059,26.42,21,9,2022,6,2,18.07,100.0,93159.82,0.55,2.23,55.04,0.0,6805.5,15.5
9060,26.39,21,9,2022,6,5,,,,1.11,2.23,55.32,0.0,6579.0,576.0
9061,26.37,21,9,2022,6,8,,,,1.67,2.23,55.32,0.0,6579.0,2754.0
9062,26.35,21,9,2022,6,10,18.09,100.0,93167.3,2.23,2.23,55.04,0.0,6668.0,4636.5
9063,26.33,21,9,2022,7,1,18.84,100.0,93187.07,0.55,2.23,54.76,0.0,6625.5,9344.5
9064,26.3,21,9,2022,7,4,19.65,100.0,93216.31,1.11,2.23,54.76,0.0,6671.5,10952.0
9065,26.3,21,9,2022,7,7,21.37,100.0,93216.39,1.67,2.23,54.76,1.6,6714.0,3136.5
9066,26.27,21,9,2022,7,10,22.44,93.22,93236.7,2.23,2.23,54.76,0.8,6671.5,3056.0
9067,26.26,21,9,2022,7,12,,,,0.55,2.23,54.76,3.2,6494.0,384.0
9068,26.24,21,9,2022,8,3,,,,1.11,2.23,54.76,3.2,6579.0,384.0
9069,26.23,21,9,2022,8,6,,,,1.67,2.23,54.76,2.4,6494.0,506.0
9070,26.2,21,9,2022,8,9,,,,2.23,2.23,54.76,1.6,6494.0,7084.0
9071,26.18,21,9,2022,8,12,,,,2.79,2.23,54.76,3.2,6494.0,384.0
9072,26.17,21,9,2022,9,2,,,,0.55,2.79,55.32,2.4,6579.0,384.0
9073,26.15,21,9,2022,9,5,,,,1.11,2.79,55.32,1.6,6579.0,384.0
9074,26.12,21,9,2022,9,11,,,,2.23,2.79,55.32,4.0,6579.0,384.0
9075,26.11,21,9,2022,10,2,,,,0.55,2.23,55.32,2.4,6494.0,384.0
9076,26.1,21,9,2022,10,8,,,,1.67,2.23,55.32,5.6,6579.0,384.0
9077,26.1,21,9,2022,10,10,27.31,63.18,93275.86,2.23,2.23,54.760000000000005,0.8,6761.5,4937.5
9078,26.1,21,9,2022,11,1,27.7,64.57,93266.99,0.55,2.23,54.2,1.6,6719.0,5355.0
9079,26.1,21,9,2022,11,4,27.87,63.48,93255.76,1.11,2.23,54.2,3.6,6761.5,5318.0
9080,26.11,21,9,2022,11,7,29.09,57.33,93232.74,1.67,2.23,54.2,2.4,6671.5,2586.5
9081,26.11,21,9,2022,11,9,,,,2.23,2.23,54.76,6.4,6494.0,7864.0
9082,26.13,21,9,2022,11,12,,,,2.79,2.23,54.76,2.4,6579.0,4816.0
9083,26.16,21,9,2022,12,3,,,,0.55,2.79,55.32,1.6,6494.0,5764.0
9084,26.17,21,9,2022,12,6,,,,1.11,2.79,55.32,1.6,6494.0,11225.0
9085,26.28,21,9,2022,13,2,,,,0.55,2.23,55.32,3.2,6494.0,10443.0
9086,26.31,21,9,2022,13,5,,,,1.11,2.23,55.32,8.8,6494.0,10326.0
9087,26.36,21,9,2022,13,8,,,,1.67,2.23,55.32,8.8,6494.0,9650.0
9088,26.41,21,9,2022,13,11,,,,2.23,2.23,55.32,5.6,6494.0,10700.0
9089,26.46,21,9,2022,14,2,,,,0.55,2.23,54.76,5.6,6579.0,11205.0
9090,26.51,21,9,2022,14,4,29.7,50.95,93001.45,1.11,2.23,54.2,1.6,6668.0,11347.5
9091,26.57,21,9,2022,14,7,29.18,51.15,92981.65,1.67,2.23,54.2,2.8,6625.5,4267.5
9092,26.63,21,9,2022,14,10,29.44,51.01,92971.4,2.23,2.23,54.2,2.0,6712.0,4613.5
9093,26.7,21,9,2022,15,1,30.2,49.2,92947.9,0.55,2.23,53.92,1.6,6671.5,4391.0
9094,26.76,21,9,2022,15,3,,,,1.11,2.23,54.76,0.0,6667.0,9001.0
9095,26.83,21,9,2022,15,6,,,,1.67,2.23,54.76,4.0,6579.0,8159.0
9096,26.9,21,9,2022,15,9,,,,2.23,2.23,54.76,3.2,6579.0,9562.0
9097,26.96,21,9,2022,15,12,,,,2.79,2.23,54.76,4.8,6667.0,7165.0
9098,27.03,21,9,2022,16,3,,,,0.55,2.79,55.32,4.0,6579.0,5972.0
9099,27.1,21,9,2022,16,5,,,,1.11,2.79,55.32,5.6,6579.0,6052.0
9100,27.17,21,9,2022,16,8,,,,1.67,2.79,55.32,3.2,6579.0,5675.0
9101,27.22,21,9,2022,16,11,,,,2.23,2.79,55.32,1.6,6667.0,5697.0
9102,27.29,21,9,2022,17,2,,,,0.55,2.23,55.32,2.4,6579.0,6439.0
9103,27.35,21,9,2022,17,5,,,,1.11,2.23,55.32,8.8,6667.0,4546.0
9104,27.4,21,9,2022,17,8,,,,1.67,2.23,55.32,3.2,6667.0,4111.0
9105,27.46,21,9,2022,17,10,23.98,70.4,92950.22,2.23,2.23,54.2,1.2,6758.0,3985.5
9106,27.51,21,9,2022,18,1,23.35,75.4,92973.89,0.55,2.23,53.92,1.2,6714.0,2376.0
9107,27.57,21,9,2022,18,4,22.63,79.88,92988.59,1.11,2.23,53.92,0.4,6714.0,778.5
9108,27.6,21,9,2022,18,7,21.97,84.69,93007.64,1.67,2.23,53.92,2.4,6714.0,94.5
9109,27.65,21,9,2022,18,10,21.52,89.2,93041.35,2.23,2.23,53.92,2.0,6712.0,4.5
9110,27.68,21,9,2022,18,12,,,,2.79,2.23,54.76,2.4,6667.0,1.0
9111,27.71,21,9,2022,19,3,,,,0.55,2.79,55.32,1.6,6579.0,1.0
9112,27.73,21,9,2022,19,6,,,,1.11,2.79,55.32,3.2,6579.0,1.0
9113,27.76,21,9,2022,19,9,,,,1.67,2.79,55.32,0.8,6579.0,1.0
9114,27.78,21,9,2022,19,12,,,,2.23,2.79,55.32,1.6,6579.0,1.0
9115,27.78,21,9,2022,20,2,,,,0.55,2.23,55.32,4.0,6667.0,1.0
9116,27.79,21,9,2022,20,5,,,,1.11,2.23,55.32,1.6,6579.0,1.0
9117,27.8,21,9,2022,20,8,,,,1.67,2.23,55.32,0.8,6579.0,1.0
9118,27.8,21,9,2022,20,11,,,,2.23,2.23,55.32,0.0,6667.0,1.0
9119,27.8,21,9,2022,21,2,,,,0.55,2.23,54.76,2.4,6579.0,1.0
9120,27.79,21,9,2022,21,4,19.3,100.0,93198.39,1.11,2.23,53.64,1.6,6714.0,2.5
9121,27.79,21,9,2022,21,7,19.18,100.0,93215.56,1.67,2.23,53.64,1.2,6712.0,2.0
9122,27.78,21,9,2022,21,10,19.06,100.0,93227.49,2.23,2.23,53.64,0.8,6712.0,2.0
9123,27.78,21,9,2022,22,1,18.95,100.0,93242.11,0.55,2.23,53.36,0.0,6623.0,1.5
9124,27.76,21,9,2022,22,4,18.87,100.0,93265.91,1.11,2.23,53.36,1.6,6623.0,1.5
9125,27.74,21,9,2022,22,7,18.76,100.0,93269.32,1.67,2.23,53.36,1.2,6712.0,2.0
9126,27.73,21,9,2022,22,9,,,,2.23,2.23,54.76,0.8,6667.0,1.0
9127,27.71,21,9,2022,22,12,,,,2.79,2.23,54.76,1.6,6579.0,1.0
9128,27.69,21,9,2022,23,3,,,,0.55,2.79,55.32,0.8,6667.0,1.0
9129,27.67,21,9,2022,23,6,,,,1.11,2.79,55.32,2.4,6667.0,1.0
9130,27.65,21,9,2022,23,9,,,,1.67,2.79,55.32,0.8,6579.0,1.0
9131,27.63,21,9,2022,23,11,,,,2.23,2.79,55.32,0.0,6579.0,1.0
9132,27.6,22,9,2022,0,2,,,,0.55,2.23,55.32,2.4,6667.0,1.0
9133,27.58,22,9,2022,0,5,,,,1.11,2.23,55.32,0.8,6667.0,1.0
9134,27.55,22,9,2022,0,8,,,,1.67,2.23,55.32,4.0,6579.0,1.0
9135,27.52,22,9,2022,0,11,,,,2.23,2.23,55.32,2.4,6667.0,1.0
9136,27.5,22,9,2022,1,1,17.98,100.0,93145.82,0.55,2.23,53.36,0.8,6712.0,1.5
9137,27.47,22,9,2022,1,4,17.93,100.0,93145.17,1.11,2.23,53.36,0.4,6712.0,1.5
9138,27.44,22,9,2022,1,7,17.9,100.0,93131.3,1.67,2.23,53.36,0.8,6712.0,1.5
9139,27.41,22,9,2022,1,10,17.86,100.0,93127.39,2.23,2.23,53.36,0.0,6623.0,1.5
9140,27.39,22,9,2022,2,1,18.07,100.0,93092.22,0.55,2.23,53.36,1.6,6623.0,1.0
9141,27.35,22,9,2022,2,3,,,,1.11,2.23,54.76,1.6,6667.0,1.0
9142,27.32,22,9,2022,2,6,,,,1.67,2.23,54.76,0.8,6667.0,1.0
9143,27.29,22,9,2022,2,9,,,,2.23,2.23,54.76,1.6,6667.0,1.0
9144,27.26,22,9,2022,2,12,,,,2.79,2.23,54.76,0.0,6579.0,1.0
9145,27.22,22,9,2022,3,3,,,,0.55,2.79,55.32,3.2,6579.0,1.0
9146,27.19,22,9,2022,3,5,,,,1.11,2.79,55.32,0.0,6494.0,1.0
9147,27.16,22,9,2022,3,8,,,,1.67,2.79,55.32,0.0,6494.0,1.0
9148,27.13,22,9,2022,3,11,,,,2.23,2.79,55.32,0.0,6579.0,1.0
9149,27.1,22,9,2022,4,2,,,,0.55,2.23,54.76,0.0,6579.0,1.0
9150,27.07,22,9,2022,4,5,,,,1.11,2.23,54.76,1.6,6494.0,1.0
9151,27.04,22,9,2022,4,7,17.97,100.0,93103.37,1.67,2.23,53.08,0.0,6668.0,1.0
9152,27.01,22,9,2022,4,10,18.02,100.0,93110.74,2.23,2.23,53.08,1.6,6623.0,0.5
9153,26.98,22,9,2022,5,1,18.04,100.0,93108.95,0.55,2.23,53.08,2.4,6625.5,0.5
9154,26.95,22,9,2022,5,4,18.14,100.0,93125.67,1.11,2.23,53.08,0.8,6623.0,0.5
9155,26.93,22,9,2022,5,7,18.19,100.0,93132.81,1.67,2.23,53.08,1.6,6580.5,0.5
9156,26.89,22,9,2022,5,9,,,,2.23,2.23,54.76,1.6,6494.0,1.0
9157,26.87,22,9,2022,5,12,,,,2.79,2.23,54.76,1.6,6494.0,2.0
9158,26.84,22,9,2022,6,3,,,,0.55,2.79,55.32,1.6,6494.0,53.0
9159,26.81,22,9,2022,6,6,,,,1.11,2.79,55.32,2.4,6494.0,404.0
9160,26.79,22,9,2022,6,9,,,,1.67,2.79,55.32,0.8,6494.0,1515.0
9161,26.76,22,9,2022,6,11,,,,2.23,2.79,55.32,3.2,6494.0,2276.0
9162,26.74,22,9,2022,7,2,,,,0.55,2.23,55.32,2.4,6494.0,3600.0
9163,26.71,22,9,2022,7,5,,,,1.11,2.23,55.32,4.0,6579.0,6803.0
9164,26.68,22,9,2022,7,8,,,,1.67,2.23,55.32,1.6,6494.0,7923.0
9165,26.66,22,9,2022,7,11,,,,2.23,2.23,55.32,2.4,6579.0,10443.0
9166,26.64,22,9,2022,8,1,19.93,100.0,93330.11,0.55,2.23,53.08,1.6,6580.5,11247.0
9167,26.62,22,9,2022,8,4,20.45,99.52,93349.49,1.11,2.23,53.08,0.8,6714.0,8151.5
9168,26.6,22,9,2022,8,7,22.4,89.94,93363.82,1.67,2.23,53.08,2.4,6629.5,3608.5
9169,26.59,22,9,2022,8,10,23.82,80.65,93356.52,2.23,2.23,53.08,1.6,6583.5,5013.5
9170,26.57,22,9,2022,9,1,24.39,76.28,93375.07,0.55,2.23,53.08,0.0,6538.5,4529.5
9171,26.55,22,9,2022,9,3,,,,1.11,2.23,54.76,3.2,6410.0,598.0
9172,26.53,22,9,2022,9,6,,,,1.67,2.23,54.76,2.4,6410.0,384.0
9173,26.51,22,9,2022,9,9,,,,2.23,2.23,54.76,3.2,6410.0,384.0
9174,26.49,22,9,2022,9,12,,,,2.79,2.23,54.76,3.2,6410.0,877.0
9175,26.49,22,9,2022,10,3,,,,0.55,2.79,55.32,4.0,6410.0,4060.0
9176,26.47,22,9,2022,10,5,,,,1.11,2.79,55.32,3.2,6410.0,384.0
9177,26.46,22,9,2022,10,8,,,,1.67,2.79,55.32,2.4,6494.0,3832.0
9178,26.45,22,9,2022,10,11,,,,2.23,2.79,55.32,2.4,6410.0,5928.0
9179,26.45,22,9,2022,11,2,,,,0.55,2.23,54.76,4.0,6410.0,384.0
9180,26.45,22,9,2022,11,5,,,,1.11,2.23,54.76,1.6,6494.0,384.0
9181,26.45,22,9,2022,11,7,26.89,62.01,93302.0,1.67,2.23,53.08,1.2,6538.5,11568.0
9182,26.46,22,9,2022,11,10,26.29,65.37,93278.51,2.23,2.23,53.08,2.0,6494.5,7345.5
9183,26.47,22,9,2022,12,1,27.88,58.5,93263.34,0.55,2.23,53.08,2.0,6538.5,9780.0
9184,26.49,22,9,2022,12,4,27.61,57.04,93230.78,1.11,2.23,53.08,2.0,6494.5,7577.0
9185,26.5,22,9,2022,12,7,28.04,56.87,93216.0,1.67,2.23,53.08,3.2,6580.5,8449.0
9186,26.52,22,9,2022,12,9,,,,2.23,2.23,54.76,8.0,6410.0,6974.0
9187,26.57,22,9,2022,13,3,,,,0.55,2.79,55.32,2.4,6494.0,15319.0
9188,26.63,22,9,2022,13,9,,,,1.67,2.79,55.32,2.4,6410.0,11538.0
9189,26.71,22,9,2022,14,2,,,,0.55,2.23,55.32,4.0,6494.0,11878.0
9190,26.75,22,9,2022,14,5,,,,1.11,2.23,55.32,5.6,6410.0,8305.0
9191,26.86,22,9,2022,14,11,,,,2.23,2.23,55.32,4.0,6410.0,11859.0
9192,26.9,22,9,2022,15,2,,,,0.55,2.23,54.76,4.8,6410.0,9935.0
9193,26.95,22,9,2022,15,4,27.92,55.67,93029.76,1.11,2.23,53.08,1.2,6452.0,5891.5
9194,27.0,22,9,2022,15,7,28.2,54.41,93015.75,1.67,2.23,53.08,2.8,6494.5,5412.5
9195,27.06,22,9,2022,15,10,28.15,53.95,93016.77,2.23,2.23,53.08,1.2,6452.0,5532.0
9196,27.12,22,9,2022,16,1,27.9,54.25,93017.94,0.55,2.23,53.08,3.2,6452.0,6326.5
9197,27.17,22,9,2022,16,4,27.2,57.15,93022.82,1.11,2.23,53.08,0.8,6494.0,9295.0
9198,27.23,22,9,2022,16,6,,,,1.67,2.23,54.76,3.2,6410.0,8202.0
9199,27.28,22,9,2022,16,9,,,,2.23,2.23,54.76,2.4,6579.0,7415.0
9200,27.32,22,9,2022,16,12,,,,2.79,2.23,54.76,2.4,6579.0,6708.0
9201,27.38,22,9,2022,17,3,,,,0.55,2.79,55.32,1.6,6579.0,6160.0
9202,27.42,22,9,2022,17,6,,,,1.11,2.79,55.32,3.2,6494.0,5172.0
9203,27.46,22,9,2022,17,8,,,,1.67,2.79,55.32,3.2,6494.0,3670.0
9204,27.51,22,9,2022,17,11,,,,2.23,2.79,55.32,1.6,6494.0,2256.0
9205,27.54,22,9,2022,18,2,,,,0.55,2.23,54.76,2.4,6494.0,1094.0
9206,27.58,22,9,2022,18,5,,,,1.11,2.23,54.76,4.0,6579.0,313.0
9207,27.61,22,9,2022,18,8,,,,1.67,2.23,54.76,2.4,6494.0,24.0
9208,27.64,22,9,2022,18,10,21.12,88.55,93133.16,2.23,2.23,53.08,0.8,6494.0,3.5
9209,27.66,22,9,2022,19,1,20.78,91.61,93153.11,0.55,2.23,53.08,0.8,6494.5,2.0
9210,27.69,22,9,2022,19,4,20.54,94.32,93175.09,1.11,2.23,53.08,1.2,6494.5,2.0
9211,27.71,22,9,2022,19,7,20.25,96.84,93190.59,1.67,2.23,53.08,0.8,6494.0,1.5
9212,27.72,22,9,2022,19,10,20.09,98.53,93226.1,2.23,2.23,53.08,2.0,6452.0,1.5
9213,27.73,22,9,2022,19,12,,,,2.79,2.23,54.76,1.6,6494.0,1.0
9214,27.74,22,9,2022,20,3,,,,0.55,2.79,55.32,2.4,6494.0,1.0
9215,27.75,22,9,2022,20,6,,,,1.11,2.79,55.32,0.0,6494.0,1.0
9216,27.75,22,9,2022,20,9,,,,1.67,2.79,55.32,0.0,6494.0,1.0
9217,27.75,22,9,2022,20,12,,,,2.23,2.79,55.32,0.0,6494.0,1.0
9218,27.75,22,9,2022,21,2,,,,0.55,2.23,55.32,1.6,6494.0,1.0
9219,27.74,22,9,2022,21,5,,,,1.11,2.23,55.32,0.8,6410.0,1.0
9220,27.73,22,9,2022,21,8,,,,1.67,2.23,55.32,1.6,6494.0,1.0
9221,27.72,22,9,2022,21,11,,,,2.23,2.23,55.32,0.0,6410.0,1.0
9222,27.71,22,9,2022,22,2,,,,0.55,2.23,54.76,1.6,6410.0,1.0
9223,27.7,22,9,2022,22,4,19.04,100.0,93366.15,1.11,2.23,53.08,0.0,6369.5,2.0
9224,27.69,22,9,2022,22,7,18.94,100.0,93366.34,1.67,2.23,53.08,0.8,6369.5,2.0
9225,27.67,22,9,2022,22,10,18.85,100.0,93346.84,2.23,2.23,53.08,1.6,6369.5,2.5
9226,27.65,22,9,2022,23,1,18.78,100.0,93344.19,0.55,2.23,53.08,0.0,6411.5,2.0
9227,27.63,22,9,2022,23,4,18.97,100.0,93338.86,1.11,2.23,53.08,0.8,6369.5,1.5
9228,27.61,22,9,2022,23,6,,,,1.67,2.23,54.76,2.4,6494.0,1.0
9229,27.58,22,9,2022,23,9,,,,2.23,2.23,54.76,2.4,6410.0,1.0
9230,27.56,22,9,2022,23,12,,,,2.79,2.23,54.76,0.8,6410.0,1.0
9231,27.54,23,9,2022,0,3,,,,0.55,2.79,55.32,2.4,6410.0,1.0
9232,27.52,23,9,2022,0,6,,,,1.11,2.79,55.32,2.4,6410.0,1.0
9233,27.49,23,9,2022,0,9,,,,1.67,2.79,55.32,4.0,6410.0,1.0
9234,27.46,23,9,2022,0,11,,,,2.23,2.79,55.32,1.6,6410.0,1.0
9235,27.44,23,9,2022,1,2,,,,0.55,2.23,55.32,3.2,6410.0,1.0
9236,27.41,23,9,2022,1,5,,,,1.11,2.23,55.32,0.0,6410.0,1.0
9237,27.39,23,9,2022,1,8,,,,1.67,2.23,55.32,1.6,6494.0,1.0
9238,27.36,23,9,2022,1,11,,,,2.23,2.23,55.32,3.2,6410.0,1.0
9239,27.33,23,9,2022,2,2,,,,0.55,2.23,54.76,0.8,6410.0,1.0
9240,27.31,23,9,2022,2,4,18.44,100.0,93162.2,1.11,2.23,53.08,0.0,6329.0,2.0
9241,27.28,23,9,2022,2,7,18.69,100.0,93160.74,1.67,2.23,53.08,2.4,6329.0,2.0
9242,27.25,23,9,2022,2,10,18.77,100.0,93168.34,2.23,2.23,53.08,1.2,6329.0,2.0
9243,27.22,23,9,2022,3,1,18.52,100.0,93177.25,0.55,2.23,53.08,0.4,6289.5,2.0
9244,27.19,23,9,2022,3,4,18.63,100.0,93174.5,1.11,2.23,53.08,1.6,6329.0,2.5
9245,27.17,23,9,2022,3,6,,,,1.67,2.23,54.76,2.4,6410.0,1.0
9246,27.14,23,9,2022,3,9,,,,2.23,2.23,54.76,0.8,6329.0,1.0
9247,27.12,23,9,2022,3,12,,,,2.79,2.23,54.76,2.4,6410.0,1.0
9248,27.08,23,9,2022,4,3,,,,0.55,2.79,55.32,1.6,6329.0,1.0
9249,27.06,23,9,2022,4,6,,,,1.11,2.79,55.32,1.6,6329.0,1.0
9250,27.03,23,9,2022,4,9,,,,1.67,2.79,55.32,1.6,6329.0,1.0
9251,27.0,23,9,2022,4,12,,,,2.23,2.79,55.32,0.0,6329.0,1.0
9252,26.98,23,9,2022,5,2,,,,0.55,2.23,54.76,0.8,6250.0,1.0
9253,26.95,23,9,2022,5,5,,,,1.11,2.23,54.76,0.8,6250.0,1.0
9254,26.93,23,9,2022,5,8,,,,1.67,2.23,54.76,0.0,6250.0,1.0
9255,26.9,23,9,2022,5,11,,,,2.23,2.23,54.76,0.8,6250.0,1.0
9256,26.87,23,9,2022,6,2,,,,0.55,2.23,54.76,0.0,6250.0,33.0
9257,26.85,23,9,2022,6,5,,,,1.11,2.23,54.76,0.0,6250.0,513.0
9258,26.82,23,9,2022,6,8,,,,1.67,2.23,54.76,1.6,6250.0,1765.0
9259,26.8,23,9,2022,6,11,,,,2.23,2.23,54.76,0.8,6250.0,3860.0
9260,26.78,23,9,2022,7,1,19.61,100.0,93273.46,0.55,2.23,53.08,1.2,6250.0,5285.0
9261,26.75,23,9,2022,7,4,19.88,100.0,93306.3,1.11,2.23,53.08,1.6,6250.0,5696.0
9262,26.73,23,9,2022,7,7,20.2,100.0,93320.55,1.67,2.23,53.08,2.8,6250.0,9874.0
9263,26.71,23,9,2022,7,10,21.31,98.0,93336.87,2.23,2.23,53.08,1.2,6289.5,11359.5
9264,26.69,23,9,2022,8,1,21.8,94.89,93350.56,0.55,2.23,53.08,2.0,6251.0,2541.0
9265,26.68,23,9,2022,8,4,23.71,84.36,93367.19,1.11,2.23,53.08,0.8,6251.0,2707.5
9266,26.66,23,9,2022,8,7,23.67,83.45,93375.64,1.67,2.23,53.08,1.2,6251.0,4586.5
9267,26.64,23,9,2022,8,10,23.39,84.72,93375.34,2.23,2.23,53.08,1.2,6211.5,12302.5
9268,26.62,23,9,2022,9,1,25.01,78.36,93387.99,0.55,2.23,52.8,1.2,6211.5,4012.5
9269,26.61,23,9,2022,9,3,,,,1.11,2.23,54.2,4.0,6173.0,581.0
9270,26.59,23,9,2022,9,6,,,,1.67,2.23,54.2,4.0,6173.0,11403.0
9271,26.57,23,9,2022,9,9,,,,2.23,2.23,54.2,1.6,6173.0,384.0
9272,26.55,23,9,2022,9,12,,,,2.79,2.23,54.2,5.6,6173.0,14288.0
9273,26.54,23,9,2022,10,3,,,,0.55,2.79,54.76,5.6,6173.0,1850.0
9274,26.53,23,9,2022,10,6,,,,1.11,2.79,54.76,4.8,6173.0,11772.0
9275,26.51,23,9,2022,10,9,,,,1.67,2.79,54.76,2.4,6098.0,5839.0
9276,26.5,23,9,2022,10,12,,,,2.23,2.79,54.76,3.2,6173.0,7945.0
9277,26.51,23,9,2022,11,3,,,,0.55,2.23,54.76,3.2,6173.0,3724.0
9278,26.53,23,9,2022,11,6,,,,1.11,2.23,54.76,1.6,6024.0,384.0
9279,26.53,23,9,2022,11,9,,,,1.67,2.23,54.76,0.8,6098.0,2505.0
9280,26.55,23,9,2022,12,3,,,,0.55,2.23,54.2,4.0,6173.0,8903.0
9281,26.55,23,9,2022,12,6,,,,1.11,2.23,54.2,3.2,6098.0,5935.0
9282,26.56,23,9,2022,12,9,,,,1.67,2.23,54.2,2.4,6098.0,2250.0
9283,26.57,23,9,2022,12,12,,,,2.23,2.23,54.2,3.2,6098.0,5743.0
9284,26.6,23,9,2022,13,3,,,,0.55,2.23,54.2,8.0,6098.0,3384.0
9285,26.62,23,9,2022,13,6,,,,1.11,2.23,54.2,4.0,6024.0,6444.0
9286,26.64,23,9,2022,13,9,,,,1.67,2.23,54.2,2.4,6024.0,8984.0
9287,26.68,23,9,2022,13,12,,,,2.23,2.23,54.2,4.8,6098.0,6716.0
9288,26.7,23,9,2022,14,3,,,,0.55,2.23,54.2,8.0,6098.0,15187.0
9289,26.73,23,9,2022,14,6,,,,1.11,2.23,54.2,1.6,6098.0,13310.0
9290,26.77,23,9,2022,14,9,,,,1.67,2.23,54.2,0.8,6098.0,14827.0
9291,26.81,23,9,2022,14,12,,,,2.23,2.23,54.2,1.6,6024.0,14723.0
9292,26.85,23,9,2022,15,3,,,,0.55,2.23,54.2,3.2,6098.0,10965.0
9293,26.89,23,9,2022,15,6,,,,1.11,2.23,54.2,4.0,6098.0,12630.0
9294,26.94,23,9,2022,15,9,,,,1.67,2.23,54.2,2.4,6098.0,9202.0
9295,26.98,23,9,2022,15,12,,,,2.23,2.23,54.2,5.6,6098.0,8707.0
9296,27.01,23,9,2022,16,3,,,,0.55,2.23,53.64,4.8,5952.0,9313.0
9297,27.05,23,9,2022,16,6,,,,1.11,2.23,53.64,9.6,6024.0,8174.0
9298,27.09,23,9,2022,16,9,,,,1.67,2.23,53.64,4.8,6024.0,6847.0
9299,27.13,23,9,2022,16,12,,,,2.23,2.23,53.64,6.4,6024.0,5484.0
