ttime,pm1,pm2,pm3,am,sm,lum,temp,humd,pres
2022-08-02 14:43:58,3.63,4.47,96.11,0.0,6410.0,13722.0,23.78,87.66,92640.49
2022-08-02 14:51:56,4.19,4.47,96.11,0.0,6410.0,10783.0,24.27,87.59,92613.09
2022-08-02 14:59:58,0.55,4.19,96.39,0.0,6329.0,9037.0,24.3,85.34,92576.78
2022-08-02 15:07:58,1.11,4.19,96.39,0.0,6250.0,9782.0,24.39,85.22,92560.82
2022-08-02 15:15:58,1.67,4.19,96.39,0.0,6944.0,13455.0,24.37,85.57,92560.67
2022-08-02 15:23:56,2.23,4.19,96.39,0.0,6944.0,14587.0,24.37,85.87,92559.36
2022-08-02 15:31:57,2.79,4.19,96.39,0.0,6944.0,9503.0,24.65,81.08,92541.41
2022-08-02 15:40:00,3.35,4.19,96.39,0.0,6944.0,12680.0,24.54,82.67,92549.55
2022-08-02 15:47:56,3.91,4.19,96.39,0.0,6944.0,12465.0,24.48,80.95,92540.25
2022-08-02 15:55:59,4.47,4.19,96.39,0.0,6849.0,11994.0,24.61,82.55,92546.49
2022-08-02 16:03:59,0.55,4.47,96.39,0.0,6944.0,12608.0,24.97,78.77,92553.3
2022-08-02 16:11:59,1.11,4.47,96.39,0.0,6944.0,14282.0,24.82,80.37,92555.06
2022-08-02 16:19:57,1.67,4.47,96.39,0.0,6944.0,15107.0,24.73,78.68,92561.31
2022-08-02 16:27:59,2.23,4.47,96.39,0.0,6849.0,14658.0,24.52,80.88,92566.69
2022-08-02 16:35:59,2.79,4.47,96.39,0.0,6944.0,15338.0,24.65,82.76,92580.07
2022-08-02 16:43:57,3.35,4.47,96.39,0.0,6849.0,8526.0,24.69,81.59,92576.14
2022-08-02 16:51:59,3.91,4.47,96.39,0.0,6667.0,16560.0,24.62,81.29,92588.77
2022-08-02 16:59:59,0.55,3.91,96.39,0.0,6494.0,11160.0,24.25,84.26,92607.42
2022-08-02 17:08:00,1.11,3.91,96.39,0.0,6494.0,7082.0,23.87,86.61,92601.2
2022-08-02 17:15:58,1.67,3.91,96.39,0.0,6410.0,5709.0,23.56,87.03,92609.86
2022-08-02 17:24:00,2.23,3.91,96.39,0.0,6410.0,7739.0,23.22,85.18,92609.38
2022-08-02 17:32:00,2.79,3.91,96.39,0.0,6494.0,6564.0,22.97,86.74,92614.97
2022-08-02 17:39:59,3.35,3.91,96.39,0.0,6944.0,6264.0,22.77,89.06,92628.42
2022-08-02 17:47:58,3.91,3.91,96.39,0.0,6849.0,6193.0,22.6,87.78,92640.15
2022-08-02 17:55:58,4.47,3.91,96.39,0.0,6944.0,5955.0,22.53,89.15,92653.25
2022-08-02 18:03:59,0.55,4.47,96.39,0.0,6849.0,5919.0,22.45,90.08,92661.75
2022-08-02 18:11:58,1.11,4.47,96.39,0.0,6944.0,5998.0,22.48,89.56,92662.64
2022-08-02 18:20:00,1.67,4.47,96.39,0.0,6944.0,5447.0,22.51,90.4,92671.62
2022-08-02 18:28:00,2.23,4.47,96.39,0.0,6944.0,4235.0,22.32,91.65,92673.04
2022-08-02 18:36:01,2.79,4.47,96.39,0.0,6944.0,2837.0,22.11,93.26,92684.19
2022-08-02 18:43:58,3.35,4.47,96.39,0.0,6944.0,1553.0,21.86,93.66,92680.86
2022-08-02 18:52:00,3.91,4.47,96.39,0.0,6944.0,694.0,21.57,95.15,92670.9
2022-08-02 19:00:00,0.55,3.91,96.39,0.0,6944.0,256.0,21.21,96.04,92667.01
2022-08-02 19:07:58,1.11,3.91,96.39,0.0,6849.0,80.0,20.92,97.28,92670.05
2022-08-02 19:16:01,1.67,3.91,96.39,0.0,6944.0,10.0,20.69,97.79,92681.8
2022-08-02 19:24:00,2.23,3.91,96.39,0.0,6849.0,2.0,20.62,98.41,92690.77
2022-08-02 19:32:00,2.79,3.91,96.39,0.0,6944.0,1.0,20.46,98.51,92696.24
2022-08-02 19:39:58,3.35,3.91,96.39,0.0,6849.0,1.0,20.36,98.9,92708.32
2022-08-02 19:48:00,3.91,3.91,96.39,0.0,6944.0,1.0,20.35,99.06,92726.05
2022-08-02 19:56:00,4.47,3.91,96.39,0.0,6944.0,1.0,20.38,99.25,92742.15
2022-08-02 20:04:01,0.55,4.47,96.95,0.0,6849.0,1.0,20.47,99.41,92768.47
2022-08-02 20:11:58,1.11,4.47,96.95,0.0,6944.0,1.0,20.48,99.51,92789.69
2022-08-02 20:20:00,1.67,4.47,96.95,0.0,6849.0,1.0,20.48,99.5,92795.9
2022-08-02 20:28:01,2.23,4.47,96.95,0.0,6849.0,1.0,20.37,99.57,92793.53
2022-08-02 20:35:59,2.79,4.47,96.95,0.0,6849.0,1.0,20.37,99.61,92807.97
2022-08-02 20:44:01,3.35,4.47,96.95,0.0,6849.0,1.0,20.47,99.68,92808.7
2022-08-02 20:52:01,3.91,4.47,96.95,0.0,6944.0,1.0,20.43,99.78,92821.31
2022-08-02 21:00:01,0.55,3.91,96.39,0.0,6944.0,1.0,20.48,99.81,92815.67
2022-08-02 21:07:59,1.11,3.91,96.39,0.0,6579.0,4.0,20.46,99.87,92812.92
2022-08-02 21:16:01,1.67,3.91,96.39,0.0,6410.0,1.0,20.61,99.9,92801.06
2022-08-02 21:24:01,2.23,3.91,96.39,0.0,6329.0,1.0,20.62,99.93,92815.69
2022-08-02 21:31:59,2.79,3.91,96.39,0.0,6250.0,1.0,20.54,99.96,92825.92
2022-08-02 21:40:02,3.35,3.91,96.39,0.0,6329.0,1.0,20.7,100.0,92843.16
2022-08-02 21:48:01,3.91,3.91,96.39,0.0,6250.0,1.0,20.7,100.0,92842.44
2022-08-02 21:56:02,4.47,3.91,96.39,0.0,6250.0,1.0,20.76,100.0,92844.26
2022-08-02 22:04:00,0.55,4.47,96.95,0.0,6329.0,1.0,20.68,100.0,92842.97
2022-08-02 22:12:02,1.11,4.47,96.95,0.0,6329.0,1.0,20.62,99.99,92841.87
2022-08-02 22:20:02,1.67,4.47,96.95,0.0,6173.0,1.0,20.82,100.0,92844.26
2022-08-02 22:28:01,2.23,4.47,96.95,0.0,6173.0,1.0,20.82,100.0,92842.05
2022-08-02 22:36:00,2.79,4.47,96.95,0.0,6250.0,1.0,20.84,100.0,92825.77
2022-08-02 22:44:01,3.35,4.47,96.95,0.0,6250.0,1.0,20.78,100.0,92830.74
2022-08-02 22:52:02,3.91,4.47,96.95,0.0,6250.0,1.0,20.69,100.0,92839.5
2022-08-02 23:00:01,0.55,3.91,96.39,0.0,6329.0,1.0,20.64,100.0,92833.64
2022-08-02 23:08:03,1.11,3.91,96.39,0.0,6329.0,1.0,20.65,100.0,92821.37
2022-08-02 23:16:02,1.67,3.91,96.39,0.0,6250.0,1.0,20.63,100.0,92812.41
2022-08-02 23:24:03,2.23,3.91,96.39,0.0,6098.0,1.0,20.69,100.0,92801.81
2022-08-02 23:32:00,2.79,3.91,96.39,0.0,6173.0,1.0,20.73,100.0,92783.7
2022-08-02 23:40:02,3.35,3.91,96.39,0.0,6173.0,1.0,20.64,100.0,92771.25
2022-08-02 23:48:02,3.91,3.91,96.39,0.0,6173.0,1.0,20.52,100.0,92758.97
2022-08-02 23:56:00,4.47,3.91,96.39,0.0,6329.0,1.0,20.62,100.0,92753.87
2022-08-03 00:04:02,0.55,4.47,96.95,0.0,6410.0,1.0,20.64,100.0,92760.28
2022-08-03 00:12:02,1.11,4.47,96.95,0.0,6250.0,1.0,20.63,100.0,92766.31
2022-08-03 00:20:03,1.67,4.47,96.95,0.0,6173.0,1.0,20.61,100.0,92764.12
2022-08-03 00:28:00,2.23,4.47,96.95,0.0,6250.0,1.0,20.57,100.0,92756.25
2022-08-03 00:36:02,2.79,4.47,96.95,0.0,6250.0,1.0,20.57,100.0,92751.32
2022-08-03 00:44:03,3.35,4.47,96.95,0.0,6098.0,1.0,20.53,100.0,92737.22
2022-08-03 00:52:02,3.91,4.47,96.95,0.0,6250.0,1.0,20.47,100.0,92738.67
2022-08-03 01:00:00,0.55,3.91,96.39,0.0,6250.0,1.0,20.36,100.0,92744.7
2022-08-03 01:08:02,1.11,3.91,96.39,0.0,6250.0,1.0,20.29,100.0,92750.91
2022-08-03 01:16:03,1.67,3.91,96.39,0.0,6250.0,1.0,20.29,100.0,92739.94
2022-08-03 01:24:01,2.23,3.91,96.39,0.0,6173.0,1.0,20.38,100.0,92714.72
2022-08-03 01:32:03,2.79,3.91,96.39,0.0,6098.0,1.0,20.37,100.0,92706.3
2022-08-03 01:40:03,3.35,3.91,96.39,0.0,6250.0,1.0,20.17,100.0,92697.53
2022-08-03 01:48:03,3.91,3.91,96.39,0.0,6410.0,1.0,20.13,100.0,92687.09
2022-08-03 01:56:01,4.47,3.91,96.39,0.0,6173.0,1.0,20.11,100.0,92684.9
2022-08-03 02:04:04,0.55,4.47,96.95,0.0,6173.0,1.0,20.23,100.0,92688.0
2022-08-03 02:12:03,1.11,4.47,96.95,0.0,6173.0,1.0,20.26,100.0,92676.5
2022-08-03 02:20:01,1.67,4.47,96.95,0.0,6173.0,1.0,20.26,100.0,92661.5
2022-08-03 02:28:04,2.23,4.47,96.95,0.0,6250.0,1.0,20.27,100.0,92658.75
2022-08-03 02:36:04,2.79,4.47,96.95,0.0,6250.0,1.0,20.27,100.0,92662.25
2022-08-03 02:44:03,3.35,4.47,96.95,0.0,6667.0,2.0,20.34,100.0,92659.49
2022-08-03 02:52:01,3.91,4.47,96.95,0.0,6250.0,1.0,20.38,100.0,92648.89
2022-08-03 03:00:03,0.55,3.91,96.39,0.0,6250.0,1.0,20.31,100.0,92655.84
2022-08-03 03:08:03,1.11,3.91,96.39,0.0,6329.0,1.0,20.28,100.0,92652.74
2022-08-03 03:16:04,1.67,3.91,96.39,0.0,6329.0,1.0,20.22,100.0,92654.37
2022-08-03 03:24:02,2.23,3.91,96.39,0.0,6250.0,1.0,20.25,100.0,92635.9
2022-08-03 03:32:09,2.79,3.91,96.39,0.0,6173.0,2.0,20.23,100.0,92618.0
2022-08-03 03:40:04,3.35,3.91,96.39,0.0,6173.0,1.0,20.2,100.0,92615.8
2022-08-03 03:48:02,3.91,3.91,96.39,0.0,6173.0,1.0,20.27,100.0,92630.61
2022-08-03 03:56:04,4.47,3.91,96.39,0.0,6173.0,1.0,20.32,100.0,92627.12
2022-08-03 04:04:07,0.55,4.47,96.95,0.0,6173.0,1.0,20.37,100.0,92635.72
2022-08-03 04:12:04,1.11,4.47,96.95,0.0,6173.0,1.0,20.42,100.0,92635.55
2022-08-03 04:20:02,1.67,4.47,96.95,0.0,6173.0,8.0,20.38,100.0,92641.39
2022-08-03 04:28:04,2.23,4.47,96.95,0.0,6329.0,1.0,20.4,100.0,92639.37
2022-08-03 04:36:04,2.79,4.47,96.95,0.0,6329.0,1.0,20.45,100.0,92647.42
2022-08-03 04:44:03,3.35,4.47,96.95,0.0,6250.0,8.0,20.42,100.0,92654.75
2022-08-03 04:52:04,3.91,4.47,96.95,0.0,6329.0,8.0,20.45,100.0,92648.69
2022-08-03 05:00:07,0.55,3.91,96.39,0.0,6250.0,1.0,20.45,100.0,92663.13
2022-08-03 05:08:05,1.11,3.91,96.39,0.0,6250.0,1.0,20.42,100.0,92664.24
2022-08-03 05:16:03,1.67,3.91,96.39,0.0,6250.0,1.0,20.43,100.0,92684.74
2022-08-03 05:24:13,2.23,3.91,96.39,0.0,6250.0,1.0,20.45,100.0,92672.84
2022-08-03 05:33:04,2.79,3.91,96.39,0.0,6173.0,1.0,20.45,100.0,92679.59
2022-08-03 05:41:04,3.35,3.91,96.39,0.0,6250.0,1.0,20.42,100.0,92649.8
2022-08-03 05:49:03,3.91,3.91,96.39,0.0,6250.0,1.0,20.38,100.0,92650.9
2022-08-03 05:57:05,4.47,3.91,96.39,0.0,6250.0,5.0,20.31,100.0,92649.63
2022-08-03 06:05:05,0.55,4.47,96.95,0.0,6250.0,34.0,20.29,100.0,92661.87
2022-08-03 06:13:03,1.11,4.47,96.95,0.0,6250.0,84.0,20.34,100.0,92675.95
2022-08-03 06:21:05,1.67,4.47,96.95,0.0,6250.0,243.0,20.42,100.0,92682.17
2022-08-03 06:29:05,2.23,4.47,96.95,0.0,6329.0,618.0,20.44,100.0,92679.44
2022-08-03 06:37:05,2.79,4.47,96.95,0.0,6098.0,738.0,20.48,100.0,92692.4
2022-08-03 06:45:04,3.35,4.47,96.95,0.0,6250.0,901.0,20.54,100.0,92706.47
2022-08-03 06:53:06,3.91,4.47,96.95,0.0,6250.0,1357.0,20.59,100.0,92718.56
2022-08-03 07:01:06,0.55,3.91,96.39,0.0,6250.0,2189.0,20.71,100.0,92729.36
2022-08-03 07:09:04,1.11,3.91,96.39,0.0,6250.0,3238.0,20.82,100.0,92724.79
2022-08-03 07:17:05,1.67,3.91,96.39,0.0,6250.0,4176.0,20.93,100.0,92724.95
2022-08-03 07:25:05,2.23,3.91,96.39,0.0,6250.0,5008.0,21.1,100.0,92719.59
2022-08-03 07:33:07,2.79,3.91,96.39,0.0,6173.0,5328.0,21.29,100.0,92724.84
2022-08-03 07:41:03,3.35,3.91,96.39,0.0,6173.0,5230.0,21.54,100.0,92734.5
2022-08-03 07:49:05,3.91,3.91,96.39,0.0,6173.0,6494.0,22.0,97.58,92748.04
2022-08-03 07:57:06,4.47,3.91,96.39,0.0,6173.0,7705.0,22.23,95.2,92771.97
2022-08-03 08:05:06,0.55,4.47,96.95,0.0,6173.0,8525.0,22.88,93.35,92775.9
2022-08-03 08:13:04,1.11,4.47,96.95,0.0,6173.0,8043.0,23.48,89.37,92779.4
2022-08-03 08:21:06,1.67,4.47,96.95,0.0,6173.0,9367.0,24.11,86.98,92767.82
2022-08-03 08:29:07,2.23,4.47,96.95,0.0,6173.0,9283.0,24.29,87.41,92775.31
2022-08-03 08:37:06,2.79,4.47,96.95,0.0,6250.0,9352.0,24.13,86.41,92786.57
2022-08-03 08:45:04,3.35,4.47,96.95,0.0,6173.0,10367.0,23.85,87.13,92794.64
2022-08-03 08:53:06,3.91,4.47,96.95,0.0,6173.0,11431.0,24.36,85.19,92799.9
2022-08-03 09:01:06,0.55,3.91,96.39,0.0,6250.0,10864.0,24.06,85.64,92813.67
2022-08-03 09:09:06,1.11,3.91,96.39,0.0,6173.0,10936.0,24.11,86.27,92814.0
2022-08-03 09:17:04,1.67,3.91,96.39,0.0,6098.0,11144.0,24.37,85.54,92829.11
2022-08-03 09:25:07,2.23,3.91,96.39,0.0,6250.0,12583.0,24.81,83.47,92831.09
2022-08-03 09:33:07,2.79,3.91,96.39,0.0,6250.0,13608.0,24.7,81.96,92832.94
2022-08-03 09:41:06,3.35,3.91,96.39,0.0,6173.0,11901.0,24.85,81.93,92845.94
2022-08-03 09:49:05,3.91,3.91,96.39,0.0,6250.0,12396.0,24.64,83.14,92839.62
2022-08-03 09:57:07,4.47,3.91,96.39,0.0,6250.0,13406.0,25.07,80.29,92848.95
2022-08-03 10:05:07,0.55,4.47,96.95,0.0,6250.0,14771.0,24.93,83.19,92851.37
2022-08-03 10:13:06,1.11,4.47,96.95,0.0,6250.0,8954.0,25.54,78.31,92837.15
2022-08-03 10:21:03,1.67,4.47,96.95,0.0,6250.0,9112.0,25.79,77.82,92834.1
2022-08-03 10:29:06,2.23,4.47,96.95,0.0,6250.0,7239.0,25.84,76.62,92813.74
2022-08-03 10:37:06,2.79,4.47,96.95,0.0,6410.0,6107.0,26.53,76.89,92808.84
2022-08-03 10:45:07,3.35,4.47,96.95,0.0,6329.0,5548.0,26.93,74.01,92812.99
2022-08-03 10:53:05,3.91,4.47,96.95,0.0,6250.0,4542.0,27.05,72.11,92825.74
2022-08-03 11:01:08,0.55,3.91,96.39,0.0,6250.0,5088.0,26.89,71.83,92825.22
2022-08-03 11:09:07,1.11,3.91,96.39,0.0,6329.0,3682.0,27.0,74.55,92825.93
2022-08-03 11:17:07,1.67,3.91,96.39,0.0,6329.0,7304.0,26.81,72.7,92827.59
2022-08-03 11:25:05,2.23,3.91,96.39,0.0,6494.0,7199.0,26.98,73.68,92825.93
2022-08-03 11:33:07,2.79,3.91,96.39,0.0,6329.0,5660.0,27.2,70.91,92835.64
2022-08-03 11:41:07,3.35,3.91,96.39,0.0,6329.0,6930.0,27.35,73.24,92821.99
2022-08-03 11:49:07,3.91,3.91,96.39,0.0,6250.0,9461.0,27.28,73.91,92813.99
2022-08-03 11:57:06,4.47,3.91,96.39,0.0,6329.0,7182.0,27.04,72.8,92806.19
2022-08-03 12:05:07,0.55,4.47,96.95,0.0,6410.0,7928.0,27.13,70.81,92794.34
2022-08-03 12:13:08,1.11,4.47,96.95,0.0,6329.0,2873.0,27.36,71.68,92784.61
2022-08-03 12:21:07,1.67,4.47,96.95,0.0,6329.0,5556.0,27.6,69.16,92772.34
2022-08-03 12:29:06,2.23,4.47,96.95,0.0,6250.0,3259.0,28.2,66.8,92759.55
2022-08-03 12:37:09,2.79,4.47,96.95,0.0,6250.0,7464.0,28.04,70.57,92746.84
2022-08-03 12:45:07,3.35,4.47,96.95,0.0,6250.0,2871.0,28.15,68.98,92726.72
2022-08-03 12:53:08,3.91,4.47,96.95,0.0,6250.0,2365.0,28.87,65.65,92721.22
2022-08-03 13:01:06,0.55,3.91,96.39,0.0,6250.0,13530.0,28.0,67.16,92717.99
2022-08-03 13:09:08,1.11,3.91,96.39,0.0,6250.0,7292.0,28.0,69.47,92692.28
2022-08-03 13:17:08,1.67,3.91,96.39,0.0,6250.0,4583.0,27.93,67.63,92688.4
2022-08-03 13:25:08,2.23,3.91,96.39,0.0,6173.0,11886.0,27.63,68.16,92675.49
2022-08-03 13:33:07,2.79,3.91,96.39,0.0,6173.0,14604.0,27.12,70.09,92663.2
2022-08-03 13:41:06,3.35,3.91,96.39,0.0,6173.0,7503.0,26.69,73.37,92657.64
2022-08-03 13:49:07,3.91,3.91,96.39,0.0,6173.0,6371.0,26.27,73.29,92642.38
2022-08-03 13:57:09,4.47,3.91,96.39,0.0,6173.0,3691.0,25.86,78.32,92645.14
2022-08-03 14:05:08,0.55,4.47,96.67,0.0,6173.0,3208.0,25.1,80.25,92630.07
2022-08-03 14:13:06,1.11,4.47,96.67,0.0,6173.0,4213.0,23.87,90.27,92618.47
2022-08-03 14:21:08,1.67,4.47,96.67,0.0,6098.0,6843.0,23.8,92.28,92600.74
2022-08-03 14:29:09,2.23,4.47,96.67,0.0,6173.0,7654.0,24.15,90.71,92592.28
2022-08-03 14:37:09,2.79,4.47,96.67,0.0,6173.0,7020.0,24.31,90.17,92586.52
2022-08-03 14:45:07,3.35,4.47,96.67,0.0,6098.0,8497.0,24.54,92.3,92599.96
2022-08-03 14:53:09,3.91,4.47,96.67,0.0,6173.0,8303.0,24.44,92.53,92606.01
2022-08-03 15:01:09,0.55,3.91,96.11,0.0,6173.0,7767.0,24.38,90.41,92596.14
2022-08-03 15:09:09,1.11,3.91,96.11,0.0,6098.0,838.0,24.09,92.28,92611.72
2022-08-03 15:17:07,1.67,3.91,96.11,6.4,6173.0,1694.0,21.65,94.99,92632.41
2022-08-03 15:25:09,2.23,3.91,96.11,0.0,6173.0,1457.0,21.12,97.99,92627.89
2022-08-03 15:33:09,2.79,3.91,96.11,0.0,6173.0,2157.0,20.9,98.8,92615.69
2022-08-03 15:41:09,3.35,3.91,96.11,0.0,6173.0,2420.0,20.87,99.27,92612.05
2022-08-03 15:49:08,3.91,3.91,96.11,0.0,6329.0,2574.0,20.64,99.25,92585.39
2022-08-03 15:57:10,4.47,3.91,96.11,0.0,6173.0,2565.0,20.79,99.68,92586.47
2022-08-03 16:06:09,0.55,4.47,96.67,0.0,6250.0,2577.0,20.94,99.89,92592.64
2022-08-03 16:14:11,1.11,4.47,96.67,0.0,6173.0,2573.0,21.11,100.0,92613.4
2022-08-03 16:23:07,1.67,4.47,96.67,0.0,6173.0,2560.0,21.21,100.0,92613.57
2022-08-03 16:31:09,2.23,4.47,96.67,0.0,6250.0,1596.0,21.42,100.0,92624.84
2022-08-03 16:39:09,2.79,4.47,96.67,0.0,6173.0,1746.0,21.45,100.0,92621.15
2022-08-03 16:47:10,3.35,4.47,96.67,0.0,6410.0,1567.0,21.34,100.0,92611.13
2022-08-03 16:56:08,3.91,4.47,96.67,0.0,6757.0,1777.0,21.39,100.0,92607.64
2022-08-03 17:04:10,0.55,3.91,96.11,0.0,6667.0,1827.0,21.25,100.0,92608.97
2022-08-03 17:13:10,1.11,3.91,96.11,0.0,6579.0,1725.0,21.2,100.0,92612.09
2022-08-03 17:22:10,1.67,3.91,96.11,0.0,6667.0,1928.0,21.2,100.0,92627.12
2022-08-03 17:31:09,2.23,3.91,96.11,0.0,6410.0,1941.0,21.12,100.0,92623.12
2022-08-03 17:39:10,2.79,3.91,96.11,0.0,6494.0,2038.0,21.0,100.0,92624.07
2022-08-03 17:48:10,3.35,3.91,96.11,0.0,6494.0,2090.0,20.95,100.0,92629.05
2022-08-03 17:57:10,3.91,3.91,96.11,0.0,6410.0,1755.0,21.04,100.0,92636.89
2022-08-03 18:06:09,0.55,3.91,96.11,0.0,6944.0,1240.0,20.95,100.0,92648.45
2022-08-03 18:14:10,1.11,3.91,96.11,0.0,7143.0,809.0,20.85,100.0,92659.09
2022-08-03 18:23:12,1.67,3.91,96.11,0.0,6410.0,578.0,20.84,100.0,92665.86
2022-08-03 18:32:10,2.23,3.91,96.11,0.0,6410.0,490.0,20.92,100.0,92657.59
2022-08-03 18:41:08,2.79,3.91,96.11,0.0,6410.0,416.0,20.85,100.0,92655.6
2022-08-03 18:49:11,3.35,3.91,96.11,0.0,7143.0,314.0,20.69,100.0,92655.07
2022-08-03 18:58:10,3.91,3.91,96.11,0.0,6410.0,162.0,20.52,100.0,92666.61
2022-08-03 19:07:11,0.55,3.91,95.55,0.0,6410.0,53.0,20.45,100.0,92669.37
2022-08-03 19:16:08,1.11,3.91,95.55,0.0,6410.0,8.0,20.32,100.0,92677.24
2022-08-03 19:24:11,1.67,3.91,95.55,0.0,6410.0,1.0,20.29,100.0,92705.56
2022-08-03 19:33:11,2.23,3.91,95.55,0.0,6410.0,0.0,20.28,100.0,92711.05
2022-08-03 19:42:11,2.79,3.91,95.55,0.0,6494.0,0.0,20.29,100.0,92745.43
2022-08-03 19:51:09,3.35,3.91,95.55,0.0,6849.0,0.0,20.37,100.0,92743.4
2022-08-03 19:59:11,0.55,3.35,94.99,0.0,7143.0,0.0,20.43,100.0,92756.77
2022-08-03 20:08:13,1.11,3.35,94.99,0.0,7143.0,1.0,20.53,100.0,92768.12
2022-08-03 20:17:10,1.67,3.35,94.99,0.0,6579.0,1.0,20.62,100.0,92764.86
2022-08-03 20:26:09,2.23,3.35,94.99,0.0,6579.0,1.0,20.65,100.0,92773.46
2022-08-03 20:34:11,2.79,3.35,94.99,0.0,6410.0,1.0,20.61,100.0,92771.64
2022-08-03 20:43:11,3.35,3.35,94.99,0.0,6410.0,1.0,20.62,100.0,92775.82
2022-08-03 20:52:13,3.91,3.35,94.99,0.0,6410.0,1.0,20.6,100.0,92782.96
2022-08-03 21:01:10,0.55,3.91,94.43,0.0,6410.0,1.0,20.65,100.0,92785.7
2022-08-03 21:10:11,1.11,3.91,94.43,0.0,6410.0,1.0,20.64,100.0,92801.44
2022-08-03 21:19:11,1.67,3.91,94.43,0.0,6410.0,5.0,20.62,100.0,92794.31
2022-08-03 21:28:12,2.23,3.91,94.43,0.0,6494.0,1.0,20.56,100.0,92809.67
2022-08-03 21:37:10,2.79,3.91,94.43,0.0,6494.0,1.0,20.51,100.0,92808.36
2022-08-03 21:46:12,3.35,3.91,94.43,0.0,6410.0,1.0,20.52,100.0,92826.26
2022-08-03 21:55:12,3.91,3.91,94.43,0.0,6410.0,1.0,20.47,100.0,92819.14
2022-08-03 22:04:12,0.55,3.91,94.43,0.0,6410.0,1.0,20.48,100.0,92808.89
2022-08-03 22:13:10,1.11,3.91,94.43,0.0,6494.0,1.0,20.46,100.0,92829.19
2022-08-03 22:22:12,1.67,3.91,94.43,0.0,6494.0,1.0,20.5,100.0,92846.03
2022-08-03 22:31:12,2.23,3.91,94.43,0.0,6494.0,1.0,20.47,100.0,92863.75
2022-08-03 22:40:12,2.79,3.91,94.43,0.0,6410.0,1.0,20.52,100.0,92875.11
2022-08-03 22:49:11,3.35,3.91,94.43,0.0,6494.0,1.0,20.48,100.0,92880.22
2022-08-03 22:58:10,3.91,3.91,94.43,0.0,6494.0,1.0,20.54,100.0,92892.3
2022-08-03 23:07:11,0.55,3.91,93.87,0.0,6410.0,1.0,20.52,100.0,92883.34
2022-08-03 23:16:12,1.11,3.91,93.87,0.0,6494.0,1.0,20.52,100.0,92885.36
2022-08-03 23:25:14,1.67,3.91,93.87,0.0,6410.0,1.0,20.54,100.0,92869.62
2022-08-03 23:34:11,2.23,3.91,93.87,0.0,6944.0,1.0,20.53,100.0,92869.62
2022-08-03 23:43:13,2.79,3.91,93.87,0.0,6410.0,1.0,20.54,100.0,92856.82
2022-08-03 23:52:13,3.35,3.91,93.87,0.0,6494.0,1.0,20.59,100.0,92829.06
2022-08-04 00:01:12,0.55,3.35,93.31,0.0,6494.0,1.0,20.59,100.0,92819.36
2022-08-04 00:10:12,1.11,3.35,93.31,0.0,6410.0,1.0,20.59,100.0,92811.12
2022-08-04 00:19:13,1.67,3.35,93.31,0.0,6410.0,2.0,20.56,100.0,92795.95
2022-08-04 00:28:12,2.23,3.35,93.31,0.0,6410.0,1.0,20.55,100.0,92783.5
2022-08-04 00:37:12,2.79,3.35,93.31,0.0,6410.0,5.0,20.46,100.0,92779.44
2022-08-04 00:46:11,3.35,3.35,93.31,0.0,6410.0,2.0,20.39,100.0,92774.69
2022-08-04 00:55:13,3.91,3.35,93.31,0.0,6667.0,1.0,20.38,100.0,92754.57
2022-08-04 01:04:13,0.55,3.91,92.76,0.0,6579.0,2.0,20.37,100.0,92732.44
2022-08-04 01:13:13,1.11,3.91,92.76,0.0,6410.0,5.0,20.35,100.0,92719.82
2022-08-04 01:22:11,1.67,3.91,92.76,0.0,6410.0,1.0,20.29,100.0,92706.47
2022-08-04 01:31:13,2.23,3.91,92.76,0.0,6494.0,1.0,20.29,100.0,92705.01
2022-08-04 01:40:13,2.79,3.91,92.76,0.0,6410.0,1.0,20.4,100.0,92688.01
2022-08-04 01:49:13,3.35,3.91,92.76,0.0,7143.0,1.0,20.51,100.0,92688.37
2022-08-04 01:58:12,3.91,3.91,92.76,0.0,7143.0,1.0,20.48,100.0,92672.45
2022-08-04 02:07:13,0.55,3.91,92.76,0.0,6494.0,1.0,20.51,100.0,92672.64
2022-08-04 02:16:14,1.11,3.91,92.76,0.0,6410.0,5.0,20.52,100.0,92647.22
2022-08-04 02:25:13,1.67,3.91,92.76,0.0,6410.0,1.0,20.36,100.0,92649.97
2022-08-04 02:34:11,2.23,3.91,92.76,0.0,6329.0,1.0,20.31,100.0,92653.82
2022-08-04 02:43:14,2.79,3.91,92.76,0.0,6410.0,1.0,20.29,100.0,92635.74
2022-08-04 02:52:15,3.35,3.91,92.76,0.0,6410.0,1.0,20.28,100.0,92639.01
2022-08-04 03:01:13,0.55,3.35,91.64,0.0,6410.0,1.0,20.29,100.0,92630.97
2022-08-04 03:10:12,1.11,3.35,91.64,0.0,6410.0,1.0,20.23,100.0,92640.66
2022-08-04 03:19:13,1.67,3.35,91.64,0.0,6329.0,1.0,20.21,100.0,92631.72
2022-08-04 03:28:14,2.23,3.35,91.64,0.0,6410.0,1.0,20.31,100.0,92627.69
2022-08-04 03:37:14,2.79,3.35,91.64,0.0,6494.0,1.0,20.39,100.0,92622.92
2022-08-04 03:46:12,3.35,3.35,91.64,0.0,6410.0,1.0,20.46,100.0,92621.44
2022-08-04 03:55:14,3.91,3.35,91.64,0.0,7143.0,5.0,20.37,100.0,92622.74
