ttime,pm1,pm2,pm3,am,sm,st,lum
2022-08-20 00:06:22,0.55,3.35,70.4,0.8,6757.0,26.81,1.0
2022-08-20 00:28:21,1.67,3.35,70.4,0.8,6757.0,26.79,1.0
2022-08-20 00:39:22,2.23,3.35,70.4,2.4,6667.0,26.77,1.0
2022-08-20 00:50:23,2.79,3.35,70.4,4.0,6667.0,26.76,1.0
2022-08-20 01:01:24,0.55,2.79,69.84,3.2,6757.0,26.74,1.0
2022-08-20 01:12:23,1.11,2.79,69.84,1.6,6667.0,26.73,1.0
2022-08-20 01:23:23,1.67,2.79,69.84,4.8,6667.0,26.71,1.0
2022-08-20 01:34:23,2.23,2.79,69.84,3.2,6757.0,26.69,1.0
2022-08-20 01:45:25,2.79,2.79,69.84,0.0,6757.0,26.68,1.0
2022-08-20 01:56:23,3.35,2.79,69.84,1.6,6757.0,26.67,1.0
2022-08-20 02:07:23,0.55,3.35,70.4,4.8,6757.0,26.65,1.0
2022-08-20 02:18:25,1.11,3.35,70.4,0.8,6757.0,26.63,1.0
2022-08-20 02:29:23,1.67,3.35,70.4,7.2,6757.0,26.62,1.0
2022-08-20 02:40:23,2.23,3.35,70.4,3.2,6579.0,26.6,1.0
2022-08-20 02:51:23,2.79,3.35,70.4,0.0,6667.0,26.59,1.0
2022-08-20 03:02:25,0.55,2.79,69.84,0.0,6667.0,26.57,1.0
2022-08-20 03:13:23,1.11,2.79,69.84,1.6,6579.0,26.55,1.0
2022-08-20 03:24:23,1.67,2.79,69.84,0.8,6579.0,26.54,1.0
2022-08-20 03:35:23,2.23,2.79,69.84,1.6,6579.0,26.52,1.0
2022-08-20 03:46:25,2.79,2.79,69.84,3.2,6757.0,26.5,1.0
2022-08-20 03:57:24,3.35,2.79,69.84,0.0,6579.0,26.49,1.0
2022-08-20 04:08:23,0.55,3.35,70.4,0.8,6757.0,26.48,1.0
2022-08-20 04:19:25,1.11,3.35,70.4,1.6,6579.0,26.46,1.0
2022-08-20 04:30:24,1.67,3.35,70.4,2.4,6667.0,26.44,1.0
2022-08-20 04:41:24,2.23,3.35,70.4,2.4,6667.0,26.43,1.0
2022-08-20 04:52:24,2.79,3.35,70.4,2.4,6667.0,26.41,1.0
2022-08-20 05:03:27,0.55,2.79,69.84,0.0,6667.0,26.39,1.0
2022-08-20 05:14:24,1.11,2.79,69.84,4.0,6579.0,26.38,1.0
2022-08-20 05:25:24,1.67,2.79,69.84,2.4,6667.0,26.36,1.0
2022-08-20 05:36:24,2.23,2.79,69.84,2.4,6667.0,26.35,1.0
2022-08-20 05:47:28,2.79,2.79,69.84,0.8,6494.0,26.33,1.0
2022-08-20 05:58:24,3.35,2.79,69.84,0.8,6410.0,26.32,2.0
2022-08-20 06:09:24,0.55,3.35,70.4,0.8,6410.0,26.3,22.0
2022-08-20 06:20:26,1.11,3.35,70.4,1.6,6410.0,26.29,225.0
2022-08-20 06:31:24,1.67,3.35,70.4,1.6,6329.0,26.27,645.0
2022-08-20 06:42:24,2.23,3.35,70.4,0.8,6329.0,26.26,1197.0
2022-08-20 06:53:24,2.79,3.35,70.4,0.0,6410.0,26.24,2167.0
2022-08-20 07:04:26,0.55,2.79,69.84,0.8,6494.0,26.24,2505.0
2022-08-20 07:15:24,1.11,2.79,69.84,2.4,6410.0,26.22,8146.0
2022-08-20 07:26:24,1.67,2.79,69.84,1.6,6329.0,26.21,6196.0
2022-08-20 07:37:24,2.23,2.79,69.84,2.4,6329.0,26.19,4083.0
2022-08-20 07:48:26,2.79,2.79,69.84,2.4,6329.0,26.18,5845.0
2022-08-20 07:59:25,0.55,2.79,69.84,0.8,6250.0,26.17,5127.0
2022-08-20 08:10:25,1.11,2.79,69.84,0.8,6329.0,26.16,11280.0
2022-08-20 08:21:26,1.67,2.79,69.84,3.2,6329.0,26.14,3462.0
2022-08-20 08:32:25,2.23,2.79,69.84,1.6,6329.0,26.13,10546.0
2022-08-20 08:43:25,2.79,2.79,69.84,4.0,6410.0,26.12,10590.0
2022-08-20 08:54:25,3.35,2.79,69.84,5.6,6329.0,26.11,13794.0
2022-08-20 09:05:27,0.55,3.35,70.4,1.6,6410.0,26.11,15468.0
2022-08-20 09:16:25,1.11,3.35,70.4,3.2,6329.0,26.1,9524.0
2022-08-20 09:27:25,1.67,3.35,70.4,7.2,6410.0,26.09,3135.0
2022-08-20 09:38:27,2.23,3.35,70.4,6.4,6410.0,26.08,13227.0
2022-08-20 09:49:24,2.79,3.35,70.4,1.6,6410.0,26.07,384.0
2022-08-20 10:00:25,0.55,2.79,69.84,9.6,6329.0,26.07,15668.0
2022-08-20 10:11:27,1.11,2.79,69.84,4.8,6329.0,26.06,428.0
2022-08-20 10:22:25,1.67,2.79,69.84,1.6,6329.0,26.05,578.0
2022-08-20 10:33:25,2.23,2.79,69.84,6.4,6329.0,26.05,384.0
2022-08-20 10:44:27,2.79,2.79,69.84,4.0,6410.0,26.06,604.0
2022-08-20 10:55:25,3.35,2.79,69.84,4.0,6410.0,26.05,11685.0
2022-08-20 11:06:26,0.55,3.35,70.4,4.0,6329.0,26.05,1796.0
2022-08-20 11:28:27,1.67,3.35,70.4,2.4,6410.0,26.05,7907.0
2022-08-20 11:39:26,2.23,3.35,70.4,1.6,6410.0,26.05,429.0
2022-08-20 11:50:26,2.79,3.35,70.4,4.8,6250.0,26.05,10255.0
2022-08-20 12:01:28,0.55,2.79,69.84,3.2,6024.0,26.07,487.0
2022-08-20 12:12:26,1.11,2.79,69.84,6.4,6098.0,26.08,3959.0
2022-08-20 12:23:26,1.67,2.79,69.84,4.0,6098.0,26.1,563.0
2022-08-20 12:34:28,2.23,2.79,69.84,2.4,6098.0,26.11,7875.0
2022-08-20 12:45:26,2.79,2.79,69.84,6.4,6173.0,26.11,6177.0
2022-08-20 12:56:26,3.35,2.79,69.84,4.8,6173.0,26.14,554.0
2022-08-20 13:07:28,0.55,3.35,70.4,2.4,6250.0,26.16,7772.0
2022-08-20 13:18:26,1.11,3.35,70.4,8.0,6098.0,26.17,11300.0
2022-08-20 13:29:28,1.67,3.35,70.4,4.0,6410.0,26.18,11353.0
2022-08-20 13:40:26,2.23,3.35,70.4,3.2,6329.0,26.2,3839.0
2022-08-20 13:51:29,2.79,3.35,70.4,6.4,6250.0,26.24,5606.0
2022-08-20 14:02:42,0.55,2.79,69.84,6.4,6250.0,26.26,4402.0
2022-08-20 14:13:27,1.11,2.79,69.84,6.4,6098.0,26.28,13131.0
2022-08-20 14:24:31,1.67,2.79,69.84,4.0,6250.0,26.3,8193.0
2022-08-20 14:35:27,2.23,2.79,69.84,7.2,6329.0,26.34,12913.0
2022-08-20 14:46:27,2.79,2.79,69.84,3.2,6410.0,26.36,14142.0
2022-08-20 14:57:29,3.35,2.79,69.84,3.2,6410.0,26.39,13777.0
2022-08-20 15:08:27,0.55,3.35,70.4,7.2,6329.0,26.43,15509.0
2022-08-20 15:19:27,1.11,3.35,70.4,2.4,6410.0,26.46,7852.0
2022-08-20 15:30:28,1.67,3.35,70.4,4.0,6329.0,26.49,8844.0
2022-08-20 15:41:26,2.23,3.35,70.4,6.4,6329.0,26.53,11709.0
2022-08-20 15:52:27,2.79,3.35,70.4,4.8,6329.0,26.56,4457.0
2022-08-20 16:03:27,0.55,2.79,69.84,6.4,6410.0,26.6,11330.0
2022-08-20 16:14:29,1.11,2.79,69.84,2.4,6494.0,26.62,11686.0
2022-08-20 16:25:27,1.67,2.79,69.84,2.4,6329.0,26.66,5810.0
2022-08-20 16:36:27,2.23,2.79,69.84,1.6,6494.0,26.68,10400.0
2022-08-20 16:47:29,2.79,2.79,69.84,3.2,6410.0,26.73,11283.0
2022-08-20 16:58:27,3.35,2.79,69.84,1.6,6410.0,26.76,9955.0
2022-08-20 17:09:28,0.55,3.35,70.4,2.4,6410.0,26.79,7446.0
2022-08-20 17:20:30,1.11,3.35,70.4,3.2,6494.0,26.81,2663.0
2022-08-20 17:31:28,1.67,3.35,70.4,2.4,6250.0,26.84,1866.0
2022-08-20 17:42:28,2.23,3.35,70.4,0.8,6250.0,26.87,5145.0
2022-08-20 17:53:30,2.79,3.35,70.4,1.6,6329.0,26.89,4370.0
2022-08-20 18:04:28,0.55,2.79,69.84,2.4,6410.0,26.92,3271.0
2022-08-20 18:15:28,1.11,2.79,69.84,1.6,6410.0,26.94,2944.0
2022-08-20 18:26:28,1.67,2.79,69.84,1.6,6410.0,26.96,1441.0
2022-08-20 18:37:32,2.23,2.79,69.84,1.6,6329.0,26.99,845.0
2022-08-20 18:48:28,2.79,2.79,69.84,1.6,6410.0,27.0,195.0
2022-08-20 18:59:29,0.55,2.79,69.84,2.4,6410.0,27.02,17.0
2022-08-20 19:10:30,1.11,2.79,69.84,2.4,6329.0,27.04,3.0
2022-08-20 19:21:28,1.67,2.79,69.84,2.4,6410.0,27.06,1.0
2022-08-20 19:32:28,2.23,2.79,69.84,3.2,6410.0,27.07,1.0
2022-08-20 19:43:30,2.79,2.79,69.84,4.0,6410.0,27.08,1.0
2022-08-20 19:54:28,3.35,2.79,69.84,1.6,6494.0,27.09,1.0
2022-08-20 20:05:29,0.55,3.35,70.4,2.4,6410.0,27.1,1.0
2022-08-20 20:16:30,1.11,3.35,70.4,0.8,6494.0,27.11,1.0
2022-08-20 20:27:28,1.67,3.35,70.4,0.8,6410.0,27.11,1.0
2022-08-20 20:38:29,2.23,3.35,70.4,3.2,6410.0,27.12,1.0
2022-08-20 20:49:29,2.79,3.35,70.4,2.4,6410.0,27.12,1.0
2022-08-20 21:00:31,0.55,2.79,69.84,2.4,6410.0,27.12,1.0
2022-08-20 21:11:29,1.11,2.79,69.84,1.6,6410.0,27.12,1.0
2022-08-20 21:22:29,1.67,2.79,69.84,2.4,6410.0,27.11,1.0
2022-08-20 21:33:31,2.23,2.79,69.84,4.0,6410.0,27.11,1.0
2022-08-20 21:44:30,2.79,2.79,69.84,2.4,6410.0,27.11,1.0
2022-08-20 21:55:29,3.35,2.79,69.84,0.8,6494.0,27.1,1.0
2022-08-20 22:06:31,0.55,3.35,70.4,0.8,6410.0,27.09,1.0
2022-08-20 22:17:30,1.11,3.35,70.4,0.0,6410.0,27.08,1.0
2022-08-20 22:28:30,1.67,3.35,70.4,0.8,6494.0,27.08,1.0
2022-08-20 22:39:32,2.23,3.35,70.4,0.0,6494.0,27.07,1.0
2022-08-20 22:50:30,2.79,3.35,70.4,0.8,6494.0,27.06,1.0
2022-08-20 23:01:29,0.55,2.79,69.84,2.4,6410.0,27.05,1.0
2022-08-20 23:12:29,1.11,2.79,69.84,1.6,6410.0,27.04,1.0
2022-08-20 23:23:31,1.67,2.79,69.84,1.6,6410.0,27.03,1.0
2022-08-20 23:34:29,2.23,2.79,69.84,2.4,6410.0,27.02,1.0
2022-08-20 23:45:29,2.79,2.79,69.84,3.2,6410.0,27.0,1.0
2022-08-20 23:56:33,3.35,2.79,69.84,2.4,6410.0,27.0,1.0
2022-08-21 00:07:29,0.55,3.35,70.4,0.8,6410.0,26.98,1.0
2022-08-21 00:18:29,1.11,3.35,70.4,2.4,6410.0,26.97,1.0
2022-08-21 00:29:31,1.67,3.35,70.4,2.4,6410.0,26.95,1.0
2022-08-21 00:40:30,2.23,3.35,70.4,1.6,6410.0,26.94,1.0
2022-08-21 00:51:30,2.79,3.35,70.4,0.8,6410.0,26.93,1.0
2022-08-21 01:02:31,0.55,2.79,69.84,4.0,6410.0,26.91,1.0
2022-08-21 01:13:31,1.11,2.79,69.84,1.6,6494.0,26.9,1.0
2022-08-21 01:24:31,1.67,2.79,69.84,0.8,6410.0,26.88,1.0
2022-08-21 01:35:30,2.23,2.79,69.84,1.6,6410.0,26.87,1.0
2022-08-21 01:46:32,2.79,2.79,69.84,0.0,6410.0,26.86,1.0
2022-08-21 01:57:30,3.35,2.79,69.84,0.8,6494.0,26.84,1.0
2022-08-21 02:08:30,0.55,3.35,70.4,1.6,6410.0,26.82,1.0
2022-08-21 02:19:32,1.11,3.35,70.4,0.8,6410.0,26.81,1.0
2022-08-21 02:30:30,1.67,3.35,70.4,2.4,6410.0,26.8,1.0
2022-08-21 02:41:30,2.23,3.35,70.4,0.0,6494.0,26.78,1.0
2022-08-21 02:52:32,2.79,3.35,70.4,0.8,6410.0,26.76,1.0
2022-08-21 03:03:30,0.55,2.79,69.84,0.0,6410.0,26.74,1.0
2022-08-21 03:14:30,1.11,2.79,69.84,1.6,6410.0,26.73,1.0
2022-08-21 03:25:34,1.67,2.79,69.84,4.8,6494.0,26.71,1.0
2022-08-21 03:36:29,2.23,2.79,69.84,0.8,6494.0,26.7,1.0
2022-08-21 03:47:31,2.79,2.79,69.84,1.6,6494.0,26.68,1.0
2022-08-21 03:58:31,3.35,2.79,69.84,1.6,6494.0,26.67,1.0
2022-08-21 04:09:30,0.55,3.35,70.4,0.8,6410.0,26.65,1.0
2022-08-21 04:20:31,1.11,3.35,70.4,0.8,6410.0,26.63,1.0
2022-08-21 04:31:31,1.67,3.35,70.4,0.0,6410.0,26.62,1.0
2022-08-21 04:42:33,2.23,3.35,70.4,1.6,6410.0,26.6,1.0
2022-08-21 04:53:31,2.79,3.35,70.4,1.6,6410.0,26.58,1.0
2022-08-21 05:04:31,0.55,2.79,69.84,0.8,6410.0,26.57,1.0
2022-08-21 05:15:33,1.11,2.79,69.84,0.8,6410.0,26.55,1.0
2022-08-21 05:26:31,1.67,2.79,69.84,4.8,6410.0,26.54,1.0
2022-08-21 05:37:31,2.23,2.79,69.84,0.0,6410.0,26.52,1.0
2022-08-21 05:48:33,2.79,2.79,69.84,0.8,6410.0,26.5,2.0
2022-08-21 05:59:32,0.55,2.79,69.84,2.4,6410.0,26.49,9.0
2022-08-21 06:10:31,1.11,2.79,69.84,0.8,6410.0,26.48,57.0
2022-08-21 06:21:33,1.67,2.79,69.84,0.0,6329.0,26.46,435.0
2022-08-21 06:32:32,2.23,2.79,69.84,1.6,6410.0,26.44,1700.0
2022-08-21 06:43:32,2.79,2.79,69.84,0.0,6410.0,26.43,3231.0
2022-08-21 06:54:32,3.35,2.79,69.84,3.2,6329.0,26.41,6077.0
2022-08-21 07:05:34,0.55,3.35,70.4,0.0,6329.0,26.4,5697.0
2022-08-21 07:16:31,1.11,3.35,70.4,0.0,6329.0,26.38,8036.0
2022-08-21 07:27:32,1.67,3.35,70.4,1.6,6329.0,26.36,3731.0
2022-08-21 07:38:34,2.23,3.35,70.4,0.8,6329.0,26.35,4975.0
2022-08-21 07:49:32,2.79,3.35,70.4,0.8,6329.0,26.34,8994.0
2022-08-21 08:00:32,0.55,2.79,69.84,2.4,6329.0,26.32,3386.0
2022-08-21 08:11:34,1.11,2.79,69.84,0.8,6329.0,26.3,4958.0
2022-08-21 08:22:32,1.67,2.79,69.84,3.2,6250.0,26.29,4501.0
2022-08-21 08:33:32,2.23,2.79,69.84,5.6,6329.0,26.27,4259.0
2022-08-21 08:44:34,2.79,2.79,69.84,4.8,6329.0,26.26,11458.0
2022-08-21 08:55:32,3.35,2.79,69.84,0.8,6250.0,26.24,3306.0
2022-08-21 09:06:33,0.55,3.35,70.4,3.2,6250.0,26.24,4274.0
2022-08-21 09:17:32,1.11,3.35,70.4,2.4,6250.0,26.23,11937.0
2022-08-21 09:28:36,1.67,3.35,70.4,3.2,6173.0,26.22,5884.0
2022-08-21 09:39:32,2.23,3.35,70.4,3.2,6250.0,26.21,14277.0
2022-08-21 09:50:32,2.79,3.35,70.4,3.2,6250.0,26.2,6734.0
2022-08-21 10:01:35,0.55,2.79,69.84,2.4,6250.0,26.18,13294.0
2022-08-21 10:12:33,1.11,2.79,69.84,3.2,6098.0,26.18,543.0
2022-08-21 10:23:33,1.67,2.79,69.84,3.2,6173.0,26.17,2396.0
2022-08-21 10:34:35,2.23,2.79,69.84,8.0,6024.0,26.17,384.0
2022-08-21 10:45:34,2.79,2.79,69.84,3.2,6173.0,26.17,7607.0
2022-08-21 11:07:35,0.55,3.35,70.4,2.4,6098.0,26.16,384.0
2022-08-21 11:18:33,1.11,3.35,70.4,2.4,6173.0,26.17,384.0
2022-08-21 11:29:33,1.67,3.35,70.4,2.4,6098.0,26.17,384.0
2022-08-21 11:40:34,2.23,3.35,70.4,10.4,6173.0,26.17,604.0
2022-08-21 11:51:32,2.79,3.35,70.4,1.6,6173.0,26.17,2107.0
2022-08-21 12:02:33,0.55,2.79,69.84,1.6,6173.0,26.17,6915.0
2022-08-21 12:13:35,1.11,2.79,69.84,3.2,6173.0,26.17,3364.0
2022-08-21 12:24:33,1.67,2.79,69.84,6.4,6173.0,26.18,2161.0
2022-08-21 12:35:33,2.23,2.79,69.84,4.0,6173.0,26.2,3790.0
2022-08-21 12:46:37,2.79,2.79,69.84,3.2,6250.0,26.21,2559.0
2022-08-21 12:57:34,3.35,2.79,69.84,4.0,6250.0,26.22,14113.0
2022-08-21 13:08:34,0.55,3.35,70.4,2.4,6173.0,26.23,10390.0
2022-08-21 13:19:36,1.11,3.35,70.4,3.2,6173.0,26.25,694.0
2022-08-21 13:30:34,1.67,3.35,70.4,7.2,6173.0,26.27,4000.0
2022-08-21 13:41:34,2.23,3.35,70.4,3.2,6173.0,26.3,4476.0
2022-08-21 13:52:36,2.79,3.35,70.4,4.0,6173.0,26.32,5223.0
2022-08-21 14:03:34,0.55,2.79,69.84,4.0,6098.0,26.35,7345.0
2022-08-21 14:14:34,1.11,2.79,69.84,2.4,6173.0,26.37,14456.0
2022-08-21 14:25:36,1.67,2.79,69.84,3.2,6173.0,26.4,10589.0
2022-08-21 14:36:34,2.23,2.79,69.84,1.6,6173.0,26.43,10132.0
2022-08-21 14:47:34,2.79,2.79,69.84,5.6,6173.0,26.47,6168.0
2022-08-21 14:58:36,3.35,2.79,69.84,3.2,6173.0,26.49,13239.0
2022-08-21 15:09:35,0.55,3.35,70.4,12.0,6173.0,26.52,7131.0
2022-08-21 15:20:34,1.11,3.35,70.4,1.6,6173.0,26.55,8448.0
2022-08-21 15:31:36,1.67,3.35,70.4,8.0,6173.0,26.59,11783.0
2022-08-21 15:42:34,2.23,3.35,70.4,2.4,6250.0,26.62,8771.0
2022-08-21 15:53:34,2.79,3.35,70.4,3.2,6098.0,26.65,12063.0
2022-08-21 16:04:36,0.55,2.79,69.84,7.2,6173.0,26.68,9523.0
2022-08-21 16:15:35,1.11,2.79,69.84,0.8,6250.0,26.71,8602.0
2022-08-21 16:26:33,1.67,2.79,69.84,0.0,6250.0,26.74,11759.0
2022-08-21 16:37:36,2.23,2.79,69.84,3.2,6250.0,26.76,6692.0
2022-08-21 16:48:35,2.79,2.79,69.84,1.6,6250.0,26.8,10944.0
2022-08-21 16:59:35,0.55,2.79,69.84,0.8,6250.0,26.83,7361.0
2022-08-21 17:10:37,1.11,2.79,69.84,4.0,6329.0,26.85,3426.0
2022-08-21 17:21:35,1.67,2.79,69.84,3.2,6329.0,26.88,4814.0
2022-08-21 17:32:35,2.23,2.79,69.84,1.6,6329.0,26.91,6035.0
2022-08-21 17:43:37,2.79,2.79,69.84,5.6,6329.0,26.94,5127.0
2022-08-21 17:54:35,3.35,2.79,69.84,1.6,6329.0,26.95,4200.0
2022-08-21 18:05:35,0.55,3.35,70.4,8.0,6329.0,26.98,3837.0
2022-08-21 18:16:37,1.11,3.35,70.4,4.0,6329.0,27.0,2348.0
2022-08-21 18:27:35,1.67,3.35,70.4,1.6,6329.0,27.01,1606.0
2022-08-21 18:38:36,2.23,3.35,70.4,1.6,6329.0,27.03,609.0
2022-08-21 18:49:37,2.79,3.35,70.4,4.0,6410.0,27.05,169.0
2022-08-21 19:00:35,0.55,2.79,69.84,1.6,6410.0,27.06,19.0
2022-08-21 19:11:36,1.11,2.79,69.84,3.2,6410.0,27.07,2.0
2022-08-21 19:22:38,1.67,2.79,69.84,3.2,6410.0,27.08,1.0
2022-08-21 19:33:35,2.23,2.79,69.84,0.8,6410.0,27.09,1.0
2022-08-21 19:44:36,2.79,2.79,69.84,2.4,6410.0,27.1,1.0
2022-08-21 19:55:37,3.35,2.79,69.84,3.2,6579.0,27.11,1.0
2022-08-21 20:06:36,0.55,3.35,70.4,4.0,6494.0,27.11,1.0
2022-08-21 20:17:37,1.11,3.35,70.4,0.0,6579.0,27.11,1.0
2022-08-21 20:28:38,1.67,3.35,70.4,2.4,6494.0,27.12,1.0
2022-08-21 20:39:36,2.23,3.35,70.4,1.6,6494.0,27.12,1.0
2022-08-21 20:50:38,2.79,3.35,70.4,1.6,6494.0,27.12,1.0
2022-08-21 21:01:36,0.55,2.79,69.84,2.4,6410.0,27.12,1.0
2022-08-21 21:12:36,1.11,2.79,69.84,2.4,6410.0,27.11,1.0
2022-08-21 21:23:38,1.67,2.79,69.84,1.6,6410.0,27.1,1.0
2022-08-21 21:34:36,2.23,2.79,69.84,1.6,6410.0,27.1,1.0
2022-08-21 21:45:36,2.79,2.79,69.84,0.8,6410.0,27.09,1.0
2022-08-21 21:56:38,3.35,2.79,69.84,0.0,6410.0,27.08,1.0
2022-08-21 22:07:36,0.55,3.35,70.4,2.4,6410.0,27.07,1.0
2022-08-21 22:18:37,1.11,3.35,70.4,4.8,6410.0,27.06,1.0
2022-08-21 22:29:39,1.67,3.35,70.4,2.4,6410.0,27.06,1.0
2022-08-21 22:40:37,2.23,3.35,70.4,1.6,6410.0,27.04,1.0
2022-08-21 22:51:37,2.79,3.35,70.4,3.2,6410.0,27.03,1.0
2022-08-21 23:02:39,0.55,2.79,69.84,2.4,6410.0,27.01,1.0
2022-08-21 23:13:37,1.11,2.79,69.84,0.0,6410.0,27.0,1.0
2022-08-21 23:24:37,1.67,2.79,69.84,2.4,6410.0,26.99,1.0
2022-08-21 23:35:38,2.23,2.79,69.84,0.8,6410.0,26.98,1.0
2022-08-21 23:46:37,2.79,2.79,69.84,0.8,6329.0,26.96,1.0
2022-08-21 23:57:37,3.35,2.79,69.84,0.0,6329.0,26.95,1.0
2022-08-22 00:08:39,0.55,3.35,70.4,0.0,6410.0,26.94,1.0
2022-08-22 00:19:37,1.11,3.35,70.4,4.0,6329.0,26.92,1.0
2022-08-22 00:30:37,1.67,3.35,70.4,5.6,6329.0,26.9,1.0
2022-08-22 00:41:39,2.23,3.35,70.4,0.8,6329.0,26.89,1.0
2022-08-22 00:52:37,2.79,3.35,70.4,2.4,6329.0,26.87,1.0
2022-08-22 01:03:37,0.55,2.79,69.84,1.6,6329.0,26.86,1.0
2022-08-22 01:14:39,1.11,2.79,69.84,2.4,6329.0,26.84,1.0
2022-08-22 01:25:38,1.67,2.79,69.84,0.0,6329.0,26.82,1.0
2022-08-22 01:36:37,2.23,2.79,69.84,1.6,6329.0,26.81,1.0
2022-08-22 01:47:39,2.79,2.79,69.84,0.8,6329.0,26.8,1.0
2022-08-22 01:58:38,3.35,2.79,69.84,0.0,6329.0,26.78,1.0
2022-08-22 02:09:38,0.55,3.35,70.4,1.6,6329.0,26.76,1.0
2022-08-22 02:20:40,1.11,3.35,70.4,0.8,6329.0,26.74,1.0
2022-08-22 02:31:38,1.67,3.35,70.4,0.8,6329.0,26.74,1.0
2022-08-22 02:42:38,2.23,3.35,70.4,2.4,6329.0,26.72,1.0
2022-08-22 02:53:40,2.79,3.35,70.4,2.4,6329.0,26.7,1.0
2022-08-22 03:04:38,0.55,2.79,69.84,1.6,6410.0,26.68,1.0
2022-08-22 03:15:38,1.11,2.79,69.84,0.8,6329.0,26.67,1.0
2022-08-22 03:26:40,1.67,2.79,69.84,0.8,6410.0,26.66,1.0
2022-08-22 03:37:38,2.23,2.79,69.84,1.6,6410.0,26.64,1.0
2022-08-22 03:48:38,2.79,2.79,69.84,0.0,6410.0,26.62,1.0
2022-08-22 03:59:40,0.55,2.79,69.84,4.0,6329.0,26.61,1.0
2022-08-22 04:10:38,1.11,2.79,69.84,1.6,6329.0,26.59,1.0
2022-08-22 04:21:39,1.67,2.79,69.84,0.0,6329.0,26.57,1.0
2022-08-22 04:32:41,2.23,2.79,69.84,0.8,6329.0,26.56,1.0
2022-08-22 04:43:39,2.79,2.79,69.84,0.8,6410.0,26.55,1.0
2022-08-22 04:54:39,3.35,2.79,69.84,0.8,6329.0,26.53,1.0
2022-08-22 05:05:41,0.55,3.35,70.4,0.8,6329.0,26.51,1.0
2022-08-22 05:16:39,1.11,3.35,70.4,0.0,6329.0,26.5,1.0
2022-08-22 05:27:41,1.67,3.35,70.4,0.0,6410.0,26.49,1.0
2022-08-22 05:38:38,2.23,3.35,70.4,0.8,6329.0,26.47,1.0
2022-08-22 05:49:41,2.79,3.35,70.4,0.0,6329.0,26.46,1.0
2022-08-22 06:00:41,0.55,2.79,69.84,1.6,6329.0,26.44,3.0
2022-08-22 06:11:39,1.11,2.79,69.84,0.8,6329.0,26.43,36.0
2022-08-22 06:22:40,1.67,2.79,69.84,0.0,6329.0,26.42,156.0
2022-08-22 06:33:41,2.23,2.79,69.84,0.8,6329.0,26.4,662.0
2022-08-22 06:44:39,2.79,2.79,69.84,0.0,6329.0,26.38,4410.0
2022-08-22 06:55:40,3.35,2.79,69.84,0.8,6329.0,26.37,3822.0
2022-08-22 07:06:42,0.55,3.35,70.4,1.6,6329.0,26.36,3122.0
2022-08-22 07:17:40,1.11,3.35,70.4,0.0,6329.0,26.34,1970.0
2022-08-22 07:28:40,1.67,3.35,70.4,1.6,6098.0,26.33,2648.0
2022-08-22 07:39:41,2.23,3.35,70.4,0.0,6173.0,26.31,6285.0
2022-08-22 07:50:39,2.79,3.35,70.4,2.4,6173.0,26.3,499.0
2022-08-22 08:01:39,0.55,2.79,69.84,2.4,6098.0,26.3,13971.0
2022-08-22 08:12:41,1.11,2.79,69.84,3.2,6173.0,26.29,15243.0
2022-08-22 08:23:39,1.67,2.79,69.84,3.2,6173.0,26.27,12340.0
2022-08-22 08:34:40,2.23,2.79,69.84,5.6,6173.0,26.26,6837.0
2022-08-22 08:45:42,2.79,2.79,69.84,1.6,6024.0,26.25,384.0
2022-08-22 08:56:40,3.35,2.79,69.84,0.8,6098.0,26.24,384.0
2022-08-22 09:07:40,0.55,3.35,70.4,3.2,5952.0,26.24,384.0
2022-08-22 09:18:42,1.11,3.35,70.4,1.6,6024.0,26.23,10869.0
2022-08-22 09:29:40,1.67,3.35,70.4,4.0,6098.0,26.22,7545.0
2022-08-22 09:40:40,2.23,3.35,70.4,4.0,6098.0,26.21,9796.0
2022-08-22 09:51:42,2.79,3.35,70.4,4.0,6173.0,26.2,10454.0
2022-08-22 10:02:40,0.55,2.79,69.84,0.8,6098.0,26.19,407.0
2022-08-22 10:13:40,1.11,2.79,69.84,4.0,6098.0,26.18,13885.0
2022-08-22 10:24:42,1.67,2.79,69.84,4.0,6024.0,26.18,561.0
2022-08-22 10:35:40,2.23,2.79,69.84,7.2,6024.0,26.17,3485.0
2022-08-22 10:46:40,2.79,2.79,69.84,3.2,6098.0,26.17,14513.0
2022-08-22 10:57:42,3.35,2.79,69.84,3.2,6098.0,26.17,9433.0
2022-08-22 11:08:41,0.55,3.35,70.4,8.8,6173.0,26.17,9313.0
2022-08-22 11:19:41,1.11,3.35,70.4,6.4,6098.0,26.17,9386.0
2022-08-22 11:30:43,1.67,3.35,70.4,8.8,6024.0,26.18,384.0
2022-08-22 11:41:40,2.23,3.35,70.4,5.6,6024.0,26.19,3168.0
2022-08-22 11:52:40,2.79,3.35,70.4,3.2,6024.0,26.19,610.0
2022-08-22 12:03:43,0.55,2.79,69.84,1.6,6173.0,26.2,3381.0
2022-08-22 12:14:41,1.11,2.79,69.84,6.4,6098.0,26.22,4854.0
2022-08-22 12:25:41,1.67,2.79,69.84,2.4,6098.0,26.23,3198.0
2022-08-22 12:36:43,2.23,2.79,69.84,2.4,6024.0,26.24,2829.0
2022-08-22 12:47:41,2.79,2.79,69.84,2.4,6173.0,26.25,5477.0
