,pm1,pm2,pm3,am,sm,st,lum,day,Month,year,hour,min
3857,2.23,3.91,86.05,15.2,6579.0,25.55,1138.0,8,8,2022,12,7
3858,2.79,3.91,86.05,1.6,6579.0,25.56,1534.0,8,8,2022,12,9
3859,3.35,3.91,86.05,2.4,6579.0,25.56,4429.0,8,8,2022,12,11
3860,0.55,3.35,85.49,7.2,6494.0,25.57,2529.0,8,8,2022,13,1
3861,1.11,3.35,85.49,8.8,6579.0,25.57,11782.0,8,8,2022,13,3
3862,1.67,3.35,85.49,4.0,6579.0,25.57,5127.0,8,8,2022,13,4
3863,2.23,3.35,85.49,1.6,6757.0,25.56,11939.0,8,8,2022,13,6
3864,2.79,3.35,85.49,10.4,6757.0,25.56,5250.0,8,8,2022,13,8
3865,3.35,3.35,85.49,1.6,6667.0,25.56,13139.0,8,8,2022,13,10
3866,3.91,3.35,85.49,9.6,6757.0,25.57,12528.0,8,8,2022,13,12
3867,0.55,3.91,85.49,1.6,6757.0,25.58,10555.0,8,8,2022,14,1
3868,1.11,3.91,85.49,2.4,6667.0,25.59,11127.0,8,8,2022,14,3
3869,1.67,3.91,85.49,5.6,6667.0,25.6,11403.0,8,8,2022,14,5
3870,2.23,3.91,85.49,5.6,6757.0,25.61,9366.0,8,8,2022,14,7
3871,2.79,3.91,85.49,4.0,6757.0,25.63,14351.0,8,8,2022,14,9
3872,3.35,3.91,85.49,3.2,6667.0,25.64,12333.0,8,8,2022,14,10
3873,3.91,3.91,85.49,2.4,6757.0,25.66,8204.0,8,8,2022,14,12
3874,0.55,3.91,86.05,8.8,6757.0,25.67,12488.0,8,8,2022,15,2
3875,1.11,3.91,86.05,6.4,6667.0,25.68,7338.0,8,8,2022,15,4
3876,1.67,3.91,86.05,4.0,6757.0,25.69,9650.0,8,8,2022,15,6
3877,2.23,3.91,86.05,4.8,6757.0,25.7,8551.0,8,8,2022,15,7
3878,2.79,3.91,86.05,6.4,6667.0,25.72,12698.0,8,8,2022,15,9
3879,3.35,3.91,86.05,4.0,6757.0,25.73,10562.0,8,8,2022,15,11
3880,0.55,3.35,85.49,5.6,6757.0,25.73,8104.0,8,8,2022,16,1
3881,1.11,3.35,85.49,4.8,6667.0,25.74,4850.0,8,8,2022,16,3
3882,1.67,3.35,85.49,4.0,6667.0,25.76,4210.0,8,8,2022,16,4
3883,2.23,3.35,85.49,2.4,6667.0,25.77,2624.0,8,8,2022,16,6
3884,2.79,3.35,85.49,2.4,6757.0,25.78,4137.0,8,8,2022,16,8
3885,3.35,3.35,85.49,2.4,6849.0,25.74,4515.0,8,8,2022,16,10
3886,3.91,3.35,85.49,5.6,6849.0,25.71,5718.0,8,8,2022,16,12
3887,0.55,3.91,85.49,6.4,6757.0,25.68,2463.0,8,8,2022,17,1
3888,1.11,3.91,85.49,3.2,6757.0,25.65,2454.0,8,8,2022,17,3
3889,1.67,3.91,85.49,6.4,6757.0,25.61,2365.0,8,8,2022,17,5
3890,2.23,3.91,85.49,1.6,6757.0,25.58,2060.0,8,8,2022,17,7
3891,2.79,3.91,85.49,6.4,6757.0,25.55,2619.0,8,8,2022,17,9
3892,3.35,3.91,85.49,0.0,6667.0,25.53,1176.0,8,8,2022,17,10
3893,3.91,3.91,85.49,2.4,6757.0,25.5,982.0,8,8,2022,17,12
3894,0.55,3.91,86.05,2.4,6667.0,25.49,734.0,8,8,2022,18,2
3895,1.11,3.91,86.05,5.6,6757.0,25.5,670.0,8,8,2022,18,4
3896,1.67,3.91,86.05,4.0,6757.0,25.51,435.0,8,8,2022,18,6
3897,2.23,3.91,86.05,1.6,6757.0,25.59,370.0,8,8,2022,18,7
3898,2.79,3.91,86.05,2.4,6757.0,25.61,187.0,8,8,2022,18,9
3899,3.35,3.91,86.05,9.6,6757.0,25.65,97.0,8,8,2022,18,11
3900,0.55,3.35,85.49,5.6,6757.0,25.67,22.0,8,8,2022,19,1
3901,1.11,3.35,85.49,4.8,6667.0,25.66,3.0,8,8,2022,19,3
3902,1.67,3.35,85.49,8.0,6667.0,25.61,2.0,8,8,2022,19,4
3903,2.23,3.35,85.49,4.0,6667.0,25.43,1.0,8,8,2022,19,6
3904,2.79,3.35,85.49,3.2,6667.0,25.37,1.0,8,8,2022,19,8
3905,3.35,3.35,85.49,4.8,6667.0,25.36,1.0,8,8,2022,19,10
3906,3.91,3.35,85.49,4.0,6667.0,25.42,1.0,8,8,2022,19,12
3907,0.55,3.91,85.49,1.6,6667.0,25.49,1.0,8,8,2022,20,1
3908,1.11,3.91,85.49,8.0,6757.0,25.51,1.0,8,8,2022,20,3
3909,1.67,3.91,85.49,2.4,6757.0,25.52,1.0,8,8,2022,20,5
3910,2.23,3.91,85.49,1.6,6667.0,25.52,1.0,8,8,2022,20,7
3911,2.79,3.91,85.49,10.4,6757.0,25.52,1.0,8,8,2022,20,9
3912,3.35,3.91,85.49,4.0,6757.0,25.54,1.0,8,8,2022,20,10
3913,3.91,3.91,85.49,6.4,6667.0,25.55,1.0,8,8,2022,20,12
3914,0.55,3.91,86.05,3.2,6757.0,25.57,1.0,8,8,2022,21,2
3915,1.11,3.91,86.05,4.0,6579.0,25.57,1.0,8,8,2022,21,4
3916,1.67,3.91,86.05,2.4,6667.0,25.57,1.0,8,8,2022,21,6
3917,2.23,3.91,86.05,2.4,6667.0,25.55,1.0,8,8,2022,21,7
3918,2.79,3.91,86.05,1.6,6667.0,25.55,1.0,8,8,2022,21,9
3919,3.35,3.91,86.05,4.0,6757.0,25.56,1.0,8,8,2022,21,11
3920,0.55,3.35,85.49,2.4,6667.0,25.55,1.0,8,8,2022,22,1
3921,1.11,3.35,85.49,7.2,6667.0,25.55,1.0,8,8,2022,22,3
3922,1.67,3.35,85.49,7.2,6667.0,25.55,1.0,8,8,2022,22,4
3923,2.23,3.35,85.49,2.4,6757.0,25.55,1.0,8,8,2022,22,6
3924,2.79,3.35,85.49,0.8,6757.0,25.55,1.0,8,8,2022,22,8
3925,3.35,3.35,85.49,4.8,6579.0,25.54,1.0,8,8,2022,22,10
3926,3.91,3.35,85.49,4.0,6757.0,25.54,1.0,8,8,2022,22,12
3927,0.55,3.91,85.49,8.0,6757.0,25.53,1.0,8,8,2022,23,1
3928,1.11,3.91,85.49,4.8,6667.0,25.51,1.0,8,8,2022,23,3
3929,1.67,3.91,85.49,3.2,6757.0,25.5,1.0,8,8,2022,23,5
3930,2.23,3.91,85.49,3.2,6757.0,25.43,1.0,8,8,2022,23,7
3931,2.79,3.91,85.49,2.4,6757.0,25.12,1.0,8,8,2022,23,9
3932,3.35,3.91,85.49,3.2,6667.0,24.87,1.0,8,8,2022,23,10
3933,3.91,3.91,85.49,1.6,6579.0,24.75,1.0,8,8,2022,23,12
3934,0.55,3.91,86.05,4.0,6757.0,24.69,1.0,9,8,2022,0,2
3935,1.11,3.91,86.05,3.2,6667.0,24.63,1.0,9,8,2022,0,4
3936,1.67,3.91,86.05,4.8,6579.0,24.59,1.0,9,8,2022,0,6
3937,2.23,3.91,86.05,2.4,6667.0,24.54,1.0,9,8,2022,0,7
3938,2.79,3.91,86.05,2.4,6667.0,24.51,1.0,9,8,2022,0,9
3939,3.35,3.91,86.05,2.4,6757.0,24.46,1.0,9,8,2022,0,11
3940,0.55,3.35,85.49,3.2,6757.0,24.44,1.0,9,8,2022,1,1
3941,1.11,3.35,85.49,8.0,6667.0,24.42,1.0,9,8,2022,1,3
3942,1.67,3.35,85.49,3.2,6667.0,24.44,1.0,9,8,2022,1,4
3943,2.23,3.35,85.49,2.4,6757.0,24.45,1.0,9,8,2022,1,6
3944,2.79,3.35,85.49,1.6,6757.0,24.51,1.0,9,8,2022,1,8
3945,3.35,3.35,85.49,2.4,6757.0,24.63,1.0,9,8,2022,1,10
3946,3.91,3.35,85.49,2.4,6757.0,24.76,1.0,9,8,2022,1,12
3947,0.55,3.91,85.49,2.4,6757.0,24.81,1.0,9,8,2022,2,1
3948,1.11,3.91,85.49,4.8,6757.0,24.87,1.0,9,8,2022,2,3
3949,1.67,3.91,85.49,4.0,6667.0,24.92,1.0,9,8,2022,2,5
3950,2.23,3.91,85.49,6.4,6667.0,24.95,1.0,9,8,2022,2,7
3951,2.79,3.91,85.49,8.0,6667.0,24.99,1.0,9,8,2022,2,9
3952,3.35,3.91,85.49,2.4,6579.0,25.01,1.0,9,8,2022,2,10
3953,3.91,3.91,85.49,4.8,6579.0,25.03,1.0,9,8,2022,2,12
3954,0.55,3.91,86.05,4.8,6579.0,25.05,1.0,9,8,2022,3,2
3955,1.11,3.91,86.05,4.0,6667.0,25.06,1.0,9,8,2022,3,4
3956,1.67,3.91,86.05,8.0,6579.0,25.08,1.0,9,8,2022,3,6
3957,2.23,3.91,86.05,7.2,6667.0,25.08,1.0,9,8,2022,3,7
3958,2.79,3.91,86.05,4.8,6667.0,25.09,1.0,9,8,2022,3,9
3959,3.35,3.91,86.05,5.6,6579.0,25.1,1.0,9,8,2022,3,11
3960,0.55,3.35,85.49,2.4,6667.0,25.11,1.0,9,8,2022,4,1
3961,1.11,3.35,85.49,1.6,6579.0,25.12,1.0,9,8,2022,4,3
3962,1.67,3.35,85.49,1.6,6579.0,25.12,1.0,9,8,2022,4,4
3963,2.23,3.35,85.49,1.6,6579.0,25.12,1.0,9,8,2022,4,6
3964,2.79,3.35,85.49,4.0,6579.0,25.13,1.0,9,8,2022,4,8
3965,3.35,3.35,85.49,3.2,6667.0,25.13,1.0,9,8,2022,4,10
3966,3.91,3.35,85.49,4.0,6667.0,25.02,1.0,9,8,2022,4,12
3967,0.55,3.91,85.49,9.6,6667.0,24.68,1.0,9,8,2022,5,1
3968,1.11,3.91,85.49,4.0,6757.0,24.47,1.0,9,8,2022,5,3
3969,1.67,3.91,85.49,4.8,6667.0,24.33,1.0,9,8,2022,5,5
3970,2.23,3.91,85.49,1.6,6757.0,24.26,1.0,9,8,2022,5,7
3971,2.79,3.91,85.49,2.4,6757.0,24.2,1.0,9,8,2022,5,9
3972,3.35,3.91,85.49,2.4,6667.0,24.15,1.0,9,8,2022,5,10
3973,3.91,3.91,85.49,4.0,6757.0,24.12,2.0,9,8,2022,5,12
3974,0.55,3.91,86.05,4.8,6757.0,24.08,10.0,9,8,2022,6,2
3975,1.11,3.91,86.05,4.0,6757.0,24.07,20.0,9,8,2022,6,4
3976,1.67,3.91,86.05,4.0,6757.0,24.05,150.0,9,8,2022,6,6
3977,2.23,3.91,86.05,8.8,6757.0,24.04,478.0,9,8,2022,6,7
3978,2.79,3.91,86.05,10.4,6667.0,24.04,678.0,9,8,2022,6,9
3979,3.35,3.91,86.05,5.6,6667.0,24.04,1239.0,9,8,2022,6,11
3980,0.55,3.35,85.49,2.4,6757.0,24.04,1690.0,9,8,2022,7,1
3981,1.11,3.35,85.49,4.0,6757.0,24.04,2483.0,9,8,2022,7,3
3982,1.67,3.35,85.49,5.6,6757.0,24.04,976.0,9,8,2022,7,4
3983,2.23,3.35,85.49,4.0,6667.0,24.04,5716.0,9,8,2022,7,6
3984,2.79,3.35,85.49,4.8,6579.0,24.05,2705.0,9,8,2022,7,8
3985,3.35,3.35,85.49,3.2,6667.0,24.06,5700.0,9,8,2022,7,10
3986,3.91,3.35,85.49,4.0,6667.0,24.07,5907.0,9,8,2022,7,12
3987,0.55,3.91,85.49,5.6,6579.0,24.08,9702.0,9,8,2022,8,1
3988,1.11,3.91,85.49,4.8,6579.0,24.1,5847.0,9,8,2022,8,3
3989,1.67,3.91,85.49,4.0,6667.0,24.12,5741.0,9,8,2022,8,5
3990,2.23,3.91,85.49,6.4,6757.0,24.14,2053.0,9,8,2022,8,7
3991,2.79,3.91,85.49,4.0,6667.0,24.15,10349.0,9,8,2022,8,9
3992,3.35,3.91,85.49,3.2,6757.0,24.16,8160.0,9,8,2022,8,10
3993,3.91,3.91,85.49,3.2,6667.0,24.17,3591.0,9,8,2022,8,12
3994,0.55,3.91,86.05,1.6,6667.0,24.18,6954.0,9,8,2022,9,2
3995,1.11,3.91,86.05,5.6,6757.0,24.2,6012.0,9,8,2022,9,4
3996,1.67,3.91,86.05,5.6,6667.0,24.2,6101.0,9,8,2022,9,6
3997,2.23,3.91,86.05,2.4,6757.0,24.21,5792.0,9,8,2022,9,7
3998,2.79,3.91,86.05,4.8,6579.0,24.22,5813.0,9,8,2022,9,9
3999,3.35,3.91,86.05,8.8,6757.0,24.23,6627.0,9,8,2022,9,11
4000,0.55,3.35,85.49,4.8,6757.0,24.25,8611.0,9,8,2022,10,1
4001,1.11,3.35,85.49,4.8,6757.0,24.26,7353.0,9,8,2022,10,3
4002,1.67,3.35,85.49,9.6,6667.0,24.27,3426.0,9,8,2022,10,4
4003,2.23,3.35,85.49,3.2,6667.0,24.28,10100.0,9,8,2022,10,6
4004,2.79,3.35,85.49,6.4,6667.0,24.31,8545.0,9,8,2022,10,8
4005,3.35,3.35,85.49,5.6,6757.0,24.33,13909.0,9,8,2022,10,10
4006,3.91,3.35,85.49,7.2,6757.0,24.35,6618.0,9,8,2022,10,12
4007,0.55,3.91,85.49,8.8,6667.0,24.37,8025.0,9,8,2022,11,1
4008,1.11,3.91,85.49,10.4,6667.0,24.4,7440.0,9,8,2022,11,3
4009,1.67,3.91,85.49,8.8,6667.0,24.43,13835.0,9,8,2022,11,5
4010,2.23,3.91,85.49,11.2,6667.0,24.45,9230.0,9,8,2022,11,7
4011,2.79,3.91,85.49,9.6,6667.0,24.48,8039.0,9,8,2022,11,9
4012,3.35,3.91,85.49,3.2,6667.0,24.51,4254.0,9,8,2022,11,10
4013,3.91,3.91,85.49,3.2,6757.0,24.51,7562.0,9,8,2022,11,12
4014,0.55,3.91,86.05,4.8,6757.0,24.52,12536.0,9,8,2022,12,2
4015,1.11,3.91,86.05,10.4,6667.0,24.55,13908.0,9,8,2022,12,4
4016,1.67,3.91,86.05,1.6,6667.0,24.56,4385.0,9,8,2022,12,6
4017,2.23,3.91,86.05,13.6,6667.0,24.58,4230.0,9,8,2022,12,7
4018,2.79,3.91,86.05,5.6,6757.0,24.59,3178.0,9,8,2022,12,9
4019,3.35,3.91,86.05,2.4,6757.0,24.61,4385.0,9,8,2022,12,11
4020,0.55,3.35,85.49,8.8,6667.0,24.63,9449.0,9,8,2022,13,1
4021,1.11,3.35,85.49,4.8,6667.0,24.64,13304.0,9,8,2022,13,3
4022,1.67,3.35,85.49,8.8,6757.0,24.66,11004.0,9,8,2022,13,4
4023,2.23,3.35,85.49,13.6,6667.0,24.68,13802.0,9,8,2022,13,6
4024,2.79,3.35,85.49,4.0,6667.0,24.69,10352.0,9,8,2022,13,8
4025,3.35,3.35,85.49,11.2,6667.0,24.71,7238.0,9,8,2022,13,10
4026,3.91,3.35,85.49,3.2,6757.0,24.74,5085.0,9,8,2022,13,12
4027,0.55,3.91,85.49,5.6,6667.0,24.75,3164.0,9,8,2022,14,1
4028,1.11,3.91,85.49,2.4,6667.0,24.78,5855.0,9,8,2022,14,3
4029,1.67,3.91,85.49,8.8,6757.0,24.8,6703.0,9,8,2022,14,5
4030,2.23,3.91,85.49,12.8,6757.0,24.82,12472.0,9,8,2022,14,7
4031,2.79,3.91,85.49,6.4,6667.0,24.84,11053.0,9,8,2022,14,9
4032,3.35,3.91,85.49,4.0,6667.0,24.86,11791.0,9,8,2022,14,10
4033,3.91,3.91,85.49,2.4,6757.0,24.87,13021.0,9,8,2022,14,12
4034,0.55,3.91,86.05,9.6,6757.0,24.88,8704.0,9,8,2022,15,2
4035,1.11,3.91,86.05,8.8,6757.0,24.9,12901.0,9,8,2022,15,4
4036,1.67,3.91,86.05,2.4,6667.0,24.92,14997.0,9,8,2022,15,6
4037,2.23,3.91,86.05,12.8,6757.0,24.93,13249.0,9,8,2022,15,7
4038,2.79,3.91,86.05,13.6,6757.0,24.94,12864.0,9,8,2022,15,9
4039,3.35,3.91,86.05,2.4,6757.0,24.97,12928.0,9,8,2022,15,11
4040,0.55,3.35,85.49,6.4,6757.0,24.98,6483.0,9,8,2022,16,1
4041,1.11,3.35,85.49,8.0,6757.0,24.99,10203.0,9,8,2022,16,3
4042,1.67,3.35,85.49,6.4,6757.0,25.01,11656.0,9,8,2022,16,4
4043,2.23,3.35,85.49,0.8,6757.0,25.02,3152.0,9,8,2022,16,6
4044,2.79,3.35,85.49,2.4,6667.0,25.04,3010.0,9,8,2022,16,8
4045,3.35,3.35,85.49,4.0,6757.0,25.05,4989.0,9,8,2022,16,10
4046,3.91,3.35,85.49,8.0,6757.0,25.06,5566.0,9,8,2022,16,12
4047,0.55,3.91,85.49,6.4,6757.0,25.07,7620.0,9,8,2022,17,1
4048,1.11,3.91,85.49,4.0,6667.0,25.09,9597.0,9,8,2022,17,3
4049,1.67,3.91,85.49,4.8,6667.0,25.11,7628.0,9,8,2022,17,5
4050,2.23,3.91,85.49,1.6,6757.0,25.11,2647.0,9,8,2022,17,7
4051,2.79,3.91,85.49,8.8,6757.0,25.12,4070.0,9,8,2022,17,9
4052,3.35,3.91,85.49,4.0,6757.0,25.13,1202.0,9,8,2022,17,10
4053,3.91,3.91,85.49,4.0,6757.0,25.14,1415.0,9,8,2022,17,12
4054,0.55,3.91,86.05,1.6,6757.0,25.15,1439.0,9,8,2022,18,2
4055,1.11,3.91,86.05,5.6,6757.0,25.16,1713.0,9,8,2022,18,4
4056,1.67,3.91,86.05,4.0,6757.0,25.17,844.0,9,8,2022,18,6
4057,2.23,3.91,86.05,2.4,6757.0,25.18,349.0,9,8,2022,18,7
4058,2.79,3.91,86.05,5.6,6757.0,25.18,261.0,9,8,2022,18,9
4059,3.35,3.91,86.05,5.6,6757.0,25.19,57.0,9,8,2022,18,11
4060,0.55,3.35,85.49,2.4,6667.0,25.2,31.0,9,8,2022,19,1
4061,1.11,3.35,85.49,4.0,6667.0,25.21,4.0,9,8,2022,19,3
4062,1.67,3.35,85.49,5.6,6667.0,25.21,1.0,9,8,2022,19,4
4063,2.23,3.35,85.49,2.4,6757.0,25.22,1.0,9,8,2022,19,6
4064,2.79,3.35,85.49,5.6,6667.0,25.22,1.0,9,8,2022,19,8
4065,3.35,3.35,85.49,8.8,6667.0,25.23,1.0,9,8,2022,19,10
4066,3.91,3.35,85.49,1.6,6667.0,25.23,1.0,9,8,2022,19,12
4067,0.55,3.91,85.49,4.8,6667.0,25.24,1.0,9,8,2022,20,2
4068,1.11,3.91,85.49,5.6,6667.0,25.24,1.0,9,8,2022,20,3
4069,1.67,3.91,85.49,10.4,6667.0,25.24,1.0,9,8,2022,20,5
4070,2.23,3.91,85.49,1.6,6849.0,25.24,1.0,9,8,2022,20,7
4071,2.79,3.91,85.49,8.0,6757.0,25.24,1.0,9,8,2022,20,9
4072,3.35,3.91,85.49,10.4,6757.0,25.24,1.0,9,8,2022,20,11
4073,3.91,3.91,85.49,5.6,6757.0,25.24,1.0,9,8,2022,20,12
4074,0.55,3.91,86.05,2.4,6667.0,25.24,1.0,9,8,2022,21,2
4075,1.11,3.91,86.05,4.8,6667.0,25.24,1.0,9,8,2022,21,4
4076,1.67,3.91,86.05,2.4,6757.0,25.24,1.0,9,8,2022,21,6
4077,2.23,3.91,86.05,8.0,6667.0,25.24,1.0,9,8,2022,21,8
4078,2.79,3.91,86.05,4.0,6667.0,25.24,1.0,9,8,2022,21,9
4079,3.35,3.91,86.05,13.6,6757.0,25.24,1.0,9,8,2022,21,11
4080,0.55,3.35,85.49,4.0,6757.0,25.24,1.0,9,8,2022,22,1
4081,1.11,3.35,85.49,6.4,6757.0,25.23,1.0,9,8,2022,22,3
4082,1.67,3.35,85.49,4.8,6757.0,25.23,1.0,9,8,2022,22,5
4083,2.23,3.35,85.49,11.2,6667.0,25.23,1.0,9,8,2022,22,6
4084,2.79,3.35,85.49,7.2,6757.0,25.22,1.0,9,8,2022,22,8
4085,3.35,3.35,85.49,4.8,6667.0,25.22,1.0,9,8,2022,22,10
4086,3.91,3.35,85.49,8.0,6667.0,25.21,1.0,9,8,2022,22,12
4087,0.55,3.91,85.49,4.8,6667.0,25.21,1.0,9,8,2022,23,2
4088,1.11,3.91,85.49,8.8,6757.0,25.21,1.0,9,8,2022,23,3
4089,1.67,3.91,85.49,4.0,6757.0,25.21,1.0,9,8,2022,23,5
4090,2.23,3.91,85.49,4.8,6757.0,25.2,1.0,9,8,2022,23,7
4091,2.79,3.91,85.49,1.6,6757.0,25.2,1.0,9,8,2022,23,9
4092,3.35,3.91,85.49,13.6,6667.0,25.19,1.0,9,8,2022,23,11
4093,3.91,3.91,85.49,2.4,6667.0,25.19,1.0,9,8,2022,23,12
4094,0.55,3.91,86.05,6.4,6667.0,25.18,1.0,10,8,2022,0,2
4095,1.11,3.91,86.05,7.2,6667.0,25.18,1.0,10,8,2022,0,4
4096,1.67,3.91,86.05,4.8,6757.0,25.18,1.0,10,8,2022,0,6
4097,2.23,3.91,86.05,4.0,6667.0,25.17,1.0,10,8,2022,0,8
4098,2.79,3.91,86.05,7.2,6757.0,25.17,1.0,10,8,2022,0,9
4099,3.35,3.91,86.05,4.0,6667.0,25.16,1.0,10,8,2022,0,11
4100,0.55,3.35,85.49,3.2,6667.0,25.15,1.0,10,8,2022,1,1
4101,1.11,3.35,85.49,2.4,6757.0,25.15,1.0,10,8,2022,1,3
4102,1.67,3.35,85.49,7.2,6579.0,25.14,1.0,10,8,2022,1,5
4103,2.23,3.35,85.49,3.2,6757.0,25.13,1.0,10,8,2022,1,6
4104,2.79,3.35,85.49,9.6,6757.0,25.13,1.0,10,8,2022,1,8
4105,3.35,3.35,85.49,2.4,6757.0,25.12,1.0,10,8,2022,1,10
4106,3.91,3.35,85.49,6.4,6757.0,25.12,1.0,10,8,2022,1,12
4107,0.55,3.91,85.49,5.6,6667.0,25.1,1.0,10,8,2022,2,2
4108,1.11,3.91,85.49,4.0,6757.0,25.09,1.0,10,8,2022,2,3
4109,1.67,3.91,85.49,1.6,6667.0,25.08,1.0,10,8,2022,2,5
4110,2.23,3.91,85.49,2.4,6757.0,25.07,1.0,10,8,2022,2,7
4111,2.79,3.91,85.49,3.2,6757.0,25.06,1.0,10,8,2022,2,9
4112,3.35,3.91,85.49,4.0,6757.0,25.06,1.0,10,8,2022,2,11
4113,3.91,3.91,85.49,0.8,6667.0,25.05,1.0,10,8,2022,2,12
4114,0.55,3.91,86.05,1.6,6757.0,25.05,1.0,10,8,2022,3,2
4115,1.11,3.91,86.05,7.2,6667.0,25.04,1.0,10,8,2022,3,4
4116,1.67,3.91,86.05,3.2,6667.0,25.03,1.0,10,8,2022,3,6
4117,2.23,3.91,86.05,4.0,6757.0,25.03,1.0,10,8,2022,3,8
4118,2.79,3.91,86.05,10.4,6667.0,25.02,1.0,10,8,2022,3,9
4119,3.35,3.91,86.05,2.4,6667.0,25.01,1.0,10,8,2022,3,11
4120,0.55,3.35,85.49,2.4,6667.0,25.01,1.0,10,8,2022,4,1
4121,1.11,3.35,85.49,2.4,6579.0,25.0,1.0,10,8,2022,4,3
4122,1.67,3.35,85.49,1.6,6667.0,24.99,1.0,10,8,2022,4,5
4123,2.23,3.35,85.49,11.2,6757.0,24.99,1.0,10,8,2022,4,6
4124,2.79,3.35,85.49,6.4,6757.0,24.99,1.0,10,8,2022,4,8
4125,3.35,3.35,85.49,2.4,6667.0,24.98,1.0,10,8,2022,4,10
4126,3.91,3.35,85.49,0.8,6667.0,24.97,1.0,10,8,2022,4,12
4127,0.55,3.91,85.49,8.8,6579.0,24.96,1.0,10,8,2022,5,2
4128,1.11,3.91,85.49,2.4,6667.0,24.96,1.0,10,8,2022,5,3
4129,1.67,3.91,85.49,4.8,6667.0,24.95,1.0,10,8,2022,5,5
4130,2.23,3.91,85.49,2.4,6494.0,24.94,1.0,10,8,2022,5,7
4131,2.79,3.91,85.49,1.6,6667.0,24.93,1.0,10,8,2022,5,9
4132,3.35,3.91,85.49,8.0,6667.0,24.93,2.0,10,8,2022,5,11
4133,3.91,3.91,85.49,5.6,6757.0,24.93,6.0,10,8,2022,5,12
4134,0.55,3.91,86.05,4.0,6579.0,24.92,35.0,10,8,2022,6,2
4135,1.11,3.91,86.05,2.4,6579.0,24.91,255.0,10,8,2022,6,4
4136,1.67,3.91,86.05,3.2,6579.0,24.9,301.0,10,8,2022,6,6
4137,2.23,3.91,86.05,3.2,6579.0,24.89,378.0,10,8,2022,6,8
4138,2.79,3.91,86.05,4.8,6579.0,24.89,1579.0,10,8,2022,6,9
4139,3.35,3.91,86.05,2.4,6494.0,24.88,4313.0,10,8,2022,6,11
4140,0.55,3.35,85.49,4.0,6757.0,24.87,5227.0,10,8,2022,7,1
4141,1.11,3.35,85.49,5.6,6667.0,24.87,3656.0,10,8,2022,7,3
4142,1.67,3.35,85.49,11.2,6579.0,24.87,4470.0,10,8,2022,7,5
4143,2.23,3.35,85.49,3.2,6667.0,24.86,6707.0,10,8,2022,7,6
4144,2.79,3.35,85.49,1.6,6579.0,24.85,2366.0,10,8,2022,7,8
4145,3.35,3.35,85.49,5.6,6579.0,24.84,1679.0,10,8,2022,7,10
4146,3.91,3.35,85.49,3.2,6579.0,24.83,6058.0,10,8,2022,7,12
4147,0.55,3.91,85.49,5.6,6579.0,24.81,2035.0,10,8,2022,8,2
4148,1.11,3.91,85.49,2.4,6579.0,24.81,7548.0,10,8,2022,8,3
4149,1.67,3.91,85.49,2.4,6579.0,24.8,3761.0,10,8,2022,8,5
4150,2.23,3.91,85.49,2.4,6579.0,24.75,9922.0,10,8,2022,8,7
4151,2.79,3.91,85.49,2.4,6667.0,24.73,384.0,10,8,2022,8,9
4152,3.35,3.91,85.49,4.0,6757.0,24.71,11511.0,10,8,2022,8,11
4153,3.91,3.91,85.49,8.0,6579.0,24.7,13604.0,10,8,2022,8,12
4154,0.55,3.91,86.05,3.2,6579.0,24.69,12064.0,10,8,2022,9,2
4155,1.11,3.91,86.05,8.0,6667.0,24.69,384.0,10,8,2022,9,4
4156,1.67,3.91,86.05,12.0,6579.0,24.69,11976.0,10,8,2022,9,6
4157,2.23,3.91,86.05,6.4,6667.0,24.69,8140.0,10,8,2022,9,8
4158,2.79,3.91,86.05,5.6,6667.0,24.69,10502.0,10,8,2022,9,9
4159,3.35,3.91,86.05,8.0,6579.0,24.69,9766.0,10,8,2022,9,11
4160,0.55,3.35,85.49,8.8,6667.0,24.69,384.0,10,8,2022,10,1
4161,1.11,3.35,85.49,4.0,6667.0,24.69,12124.0,10,8,2022,10,3
4162,1.67,3.35,85.49,6.4,6667.0,24.69,5042.0,10,8,2022,10,5
4163,2.23,3.35,85.49,4.8,6667.0,24.69,11715.0,10,8,2022,10,6
4164,2.79,3.35,85.49,4.8,6579.0,24.69,11288.0,10,8,2022,10,8
4165,3.35,3.35,85.49,2.4,6579.0,24.7,534.0,10,8,2022,10,10
4166,3.91,3.35,85.49,14.4,6579.0,24.71,12886.0,10,8,2022,10,12
4167,0.55,3.91,85.49,11.2,6579.0,24.71,384.0,10,8,2022,11,2
4168,1.11,3.91,85.49,13.6,6494.0,24.71,384.0,10,8,2022,11,3
4169,1.67,3.91,85.49,3.2,6579.0,24.73,2858.0,10,8,2022,11,5
4170,2.23,3.91,85.49,4.0,6579.0,24.73,7296.0,10,8,2022,11,7
4171,2.79,3.91,85.49,8.0,6494.0,24.75,801.0,10,8,2022,11,9
4172,3.91,3.91,85.49,5.6,6579.0,24.76,11377.0,10,8,2022,11,12
4173,1.11,3.91,86.05,10.4,6494.0,24.78,13886.0,10,8,2022,12,4
4174,1.67,3.91,86.05,6.4,6579.0,24.79,3556.0,10,8,2022,12,6
4175,2.23,3.91,86.05,6.4,6579.0,24.8,12940.0,10,8,2022,12,8
4176,2.79,3.91,86.05,3.2,6579.0,24.81,3469.0,10,8,2022,12,9
4177,3.35,3.91,86.05,14.4,6667.0,24.81,12382.0,10,8,2022,12,11
