,pm1,pm2,pm3,am,sm,lum,temp,humd,pres,day,Month,year,hour,min
952,3.91,5.58,128.52,0.0,6667.0,4.0,21.44,90.52,93074.86,22,7,2022,21,8
953,4.47,5.58,128.52,0.0,6757.0,5.0,21.45,90.72,93083.49,22,7,2022,21,9
954,5.02,5.58,128.52,0.0,6667.0,5.0,21.51,90.86,93090.09,22,7,2022,21,10
955,5.58,5.58,128.52,0.0,6667.0,5.0,21.46,91.06,93100.7,22,7,2022,21,11
956,0.55,5.58,128.52,0.0,6757.0,4.0,21.5,91.51,93107.65,22,7,2022,21,12
957,1.11,5.58,128.52,0.0,6667.0,5.0,21.57,91.24,93114.09,22,7,2022,22,2
958,1.67,5.58,128.52,0.0,6757.0,5.0,21.56,91.34,93118.11,22,7,2022,22,3
959,2.23,5.58,128.52,0.0,6667.0,4.0,21.54,91.71,93124.7,22,7,2022,22,4
960,2.79,5.58,128.52,0.0,6757.0,4.0,21.5,91.81,93123.79,22,7,2022,22,5
961,3.35,5.58,128.52,0.0,6579.0,4.0,21.54,92.17,93126.16,22,7,2022,22,6
962,3.91,5.58,128.52,0.0,6667.0,5.0,21.53,91.9,93130.01,22,7,2022,22,8
963,4.47,5.58,128.52,0.0,6667.0,4.0,21.39,92.2,93126.14,22,7,2022,22,9
964,5.02,5.58,128.52,0.0,6667.0,5.0,21.34,92.77,93126.26,22,7,2022,22,10
965,5.58,5.58,128.52,0.0,6757.0,4.0,21.34,92.84,93120.05,22,7,2022,22,11
966,0.55,5.58,128.52,0.0,6667.0,5.0,21.29,92.99,93122.21,22,7,2022,22,12
967,1.11,5.58,128.52,0.0,6757.0,3.0,21.23,93.07,93125.32,22,7,2022,23,2
968,1.67,5.58,128.52,0.0,6667.0,2.0,21.19,93.45,93118.0,22,7,2022,23,3
969,2.23,5.58,128.52,0.0,6579.0,5.0,21.15,93.61,93119.06,22,7,2022,23,4
970,2.79,5.58,128.52,0.0,6579.0,4.0,21.13,93.66,93103.15,22,7,2022,23,5
971,3.35,5.58,128.52,0.0,6579.0,4.0,21.12,93.7,93111.39,22,7,2022,23,6
972,3.91,5.58,128.52,0.0,7463.0,3.0,21.3,93.16,93104.65,22,7,2022,23,8
973,4.47,5.58,128.52,0.0,7353.0,5.0,21.36,93.27,93101.0,22,7,2022,23,9
974,5.02,5.58,128.52,0.0,7353.0,1.0,21.28,93.6,93089.25,22,7,2022,23,10
975,5.58,5.58,128.52,0.0,7353.0,5.0,21.29,94.06,93088.72,22,7,2022,23,11
976,0.55,5.58,128.52,0.0,7353.0,5.0,21.29,93.53,93093.49,22,7,2022,23,12
977,1.11,5.58,128.52,0.0,7463.0,5.0,21.31,93.66,93093.86,23,7,2022,0,2
978,1.67,5.58,128.52,0.0,7246.0,5.0,21.27,93.99,93076.81,23,7,2022,0,3
979,2.23,5.58,128.52,0.0,7463.0,5.0,21.23,93.62,93075.7,23,7,2022,0,4
980,2.79,5.58,128.52,0.0,7353.0,5.0,21.18,93.76,93067.8,23,7,2022,0,5
981,3.35,5.58,128.52,0.0,7353.0,5.0,21.13,93.74,93064.7,23,7,2022,0,6
982,3.91,5.58,128.52,0.0,7576.0,5.0,21.15,93.79,93062.12,23,7,2022,0,8
983,4.47,5.58,128.52,0.0,7463.0,5.0,21.17,93.7,93057.38,23,7,2022,0,9
984,5.02,5.58,128.52,0.0,6944.0,5.0,21.17,93.65,93062.87,23,7,2022,0,10
985,5.58,5.58,128.52,0.0,6579.0,5.0,21.17,93.57,93062.12,23,7,2022,0,11
986,0.55,5.58,128.52,0.0,6757.0,3.0,21.15,93.73,93047.65,23,7,2022,0,12
987,1.11,5.58,128.52,0.0,6579.0,4.0,21.15,93.68,93038.69,23,7,2022,1,2
988,1.67,5.58,128.52,0.0,6757.0,5.0,21.13,93.91,93030.99,23,7,2022,1,3
989,2.23,5.58,128.52,0.0,6667.0,4.0,21.12,93.87,93028.81,23,7,2022,1,4
990,2.79,5.58,128.52,0.0,6579.0,3.0,21.11,94.09,93012.14,23,7,2022,1,5
991,3.35,5.58,128.52,0.0,6757.0,4.0,21.01,93.93,93007.17,23,7,2022,1,6
992,3.91,5.58,128.52,0.0,6667.0,5.0,20.89,94.24,92995.8,23,7,2022,1,8
993,4.47,5.58,128.52,0.0,6667.0,5.0,20.82,94.47,92985.54,23,7,2022,1,9
994,5.02,5.58,128.52,0.0,6579.0,4.0,20.73,94.76,92982.56,23,7,2022,1,10
995,5.58,5.58,128.52,0.0,6667.0,4.0,20.65,94.99,92967.56,23,7,2022,1,11
996,0.55,5.58,128.52,0.0,6667.0,4.0,20.63,94.94,92966.61,23,7,2022,1,12
997,1.11,5.58,128.52,0.0,6667.0,3.0,20.61,95.13,92959.47,23,7,2022,2,2
998,1.67,5.58,128.52,0.0,6757.0,5.0,20.54,95.37,92957.61,23,7,2022,2,3
999,2.23,5.58,128.52,0.0,6757.0,5.0,20.52,95.27,92953.22,23,7,2022,2,4
1000,2.79,5.58,128.52,0.0,6757.0,1.0,20.52,95.29,92951.74,23,7,2022,2,5
1001,3.35,5.58,128.52,0.0,7353.0,5.0,20.5,95.24,92935.81,23,7,2022,2,6
1002,3.91,5.58,128.52,0.0,7353.0,4.0,20.51,95.88,92931.81,23,7,2022,2,8
1003,4.47,5.58,128.52,0.0,7353.0,4.0,20.54,96.02,92928.69,23,7,2022,2,9
1004,5.02,5.58,128.52,0.0,7353.0,5.0,20.53,96.13,92928.69,23,7,2022,2,10
1005,5.58,5.58,128.52,0.0,7463.0,5.0,20.54,96.17,92919.2,23,7,2022,2,11
1006,0.55,5.58,128.52,0.0,7576.0,5.0,20.51,96.07,92931.26,23,7,2022,2,12
1007,1.11,5.58,128.52,0.0,7353.0,5.0,20.5,95.68,92922.28,23,7,2022,3,2
1008,1.67,5.58,128.52,0.0,7463.0,4.0,20.59,95.45,92931.31,23,7,2022,3,3
1009,2.23,5.58,128.52,0.0,7576.0,4.0,20.61,95.36,92924.53,23,7,2022,3,4
1010,2.79,5.58,128.52,0.0,7463.0,4.0,20.6,95.39,92920.34,23,7,2022,3,5
1011,3.35,5.58,128.52,0.0,7463.0,4.0,20.53,95.29,92925.22,23,7,2022,3,7
1012,3.91,5.58,128.52,0.0,6944.0,5.0,20.45,95.64,92912.22,23,7,2022,3,8
1013,4.47,5.58,128.52,0.0,6757.0,4.0,20.42,95.57,92920.06,23,7,2022,3,9
1014,5.02,5.58,128.52,0.0,6667.0,3.0,20.35,95.65,92916.01,23,7,2022,3,10
1015,5.58,5.58,128.52,0.0,6579.0,2.0,20.31,95.71,92917.84,23,7,2022,3,11
1016,0.55,5.58,128.52,0.0,6579.0,3.0,20.29,95.98,92916.91,23,7,2022,3,12
1017,1.11,5.58,128.52,0.0,6579.0,5.0,20.25,95.79,92909.59,23,7,2022,4,2
1018,1.67,5.58,128.52,0.0,6667.0,4.0,20.21,95.84,92904.44,23,7,2022,4,3
1019,2.23,5.58,128.52,0.0,6667.0,4.0,20.18,95.93,92914.3,23,7,2022,4,4
1020,2.79,5.58,128.52,0.0,6579.0,5.0,20.14,95.97,92918.86,23,7,2022,4,5
1021,3.35,5.58,128.52,0.0,6667.0,5.0,20.11,96.58,92917.21,23,7,2022,4,6
1022,3.91,5.58,128.52,0.0,6579.0,5.0,20.07,96.84,92927.25,23,7,2022,4,8
1023,4.47,5.58,128.52,0.0,6579.0,5.0,20.04,96.96,92921.38,23,7,2022,4,9
1024,5.02,5.58,128.52,0.0,6757.0,5.0,20.04,96.94,92921.38,23,7,2022,4,10
1025,5.58,5.58,128.52,0.0,6757.0,3.0,20.07,96.69,92925.05,23,7,2022,4,11
1026,0.55,5.58,128.52,0.0,6849.0,4.0,20.11,96.37,92924.7,23,7,2022,4,12
1027,1.11,5.58,128.52,0.0,7463.0,4.0,20.12,96.35,92931.11,23,7,2022,5,2
1028,1.67,5.58,128.52,0.0,7353.0,3.0,20.1,96.23,92930.72,23,7,2022,5,3
1029,2.23,5.58,128.52,0.0,7353.0,3.0,20.04,96.57,92924.84,23,7,2022,5,4
1030,2.79,5.58,128.52,0.0,7353.0,5.0,20.04,96.78,92926.86,23,7,2022,5,5
1031,3.35,5.58,128.52,0.0,7353.0,3.0,20.03,97.38,92912.96,23,7,2022,5,6
1032,3.91,5.58,128.52,0.0,7353.0,5.0,20.01,97.12,92916.99,23,7,2022,5,8
1033,5.02,5.58,128.52,0.0,7353.0,4.0,19.97,97.26,92909.82,23,7,2022,5,10
1034,5.58,5.58,128.52,0.0,7353.0,8.0,19.96,97.34,92913.12,23,7,2022,5,11
1035,0.55,5.58,128.52,0.0,7353.0,20.0,19.98,97.35,92909.1,23,7,2022,5,12
1036,1.11,5.58,128.52,0.0,7353.0,63.0,20.0,97.33,92922.07,23,7,2022,6,2
1037,1.67,5.58,128.52,0.0,7463.0,128.0,19.98,97.36,92925.01,23,7,2022,6,3
1038,2.23,5.58,128.52,0.0,7246.0,170.0,20.07,97.36,92932.74,23,7,2022,6,4
1039,2.79,5.58,128.52,0.0,6757.0,312.0,20.25,97.2,92946.53,23,7,2022,6,5
1040,3.35,5.58,128.52,0.0,6667.0,578.0,20.35,96.71,92940.7,23,7,2022,6,7
1041,3.91,5.58,128.52,0.0,6579.0,861.0,20.44,96.29,92955.19,23,7,2022,6,8
1042,4.47,5.58,128.52,0.0,6667.0,635.0,20.48,96.21,92964.0,23,7,2022,6,9
1043,5.02,5.58,128.52,0.0,6667.0,682.0,20.54,95.9,92970.6,23,7,2022,6,10
1044,5.58,5.58,128.52,0.0,6667.0,683.0,20.52,96.12,92975.17,23,7,2022,6,11
1045,1.11,5.58,128.52,0.0,6579.0,1374.0,20.46,97.29,92982.81,23,7,2022,7,2
1046,1.67,5.58,128.52,0.0,7042.0,1272.0,20.38,97.42,92992.47,23,7,2022,7,3
1047,2.23,5.58,128.52,0.0,6849.0,2049.0,20.43,97.71,93005.86,23,7,2022,7,4
1048,2.79,5.58,128.52,0.0,6579.0,3404.0,20.54,97.94,93000.02,23,7,2022,7,5
1049,3.35,5.58,128.52,0.0,6667.0,3077.0,20.62,97.95,93004.86,23,7,2022,7,7
1050,3.91,5.58,128.52,0.0,6579.0,2782.0,20.71,97.87,93003.06,23,7,2022,7,8
1051,4.47,5.58,128.52,0.0,6579.0,3745.0,20.77,97.74,93007.11,23,7,2022,7,9
1052,5.02,5.58,128.52,0.0,6579.0,7688.0,20.9,97.42,92998.74,23,7,2022,7,10
1053,5.58,5.58,128.52,0.0,6667.0,7078.0,21.12,96.77,93012.32,23,7,2022,7,11
1054,0.55,5.58,128.52,0.0,7353.0,8284.0,21.35,96.01,93011.61,23,7,2022,8,1
1055,1.11,5.58,128.52,0.0,7246.0,7178.0,21.44,94.75,93013.85,23,7,2022,8,2
1056,1.67,5.58,128.52,0.0,6757.0,4668.0,21.64,94.21,93021.19,23,7,2022,8,3
1057,2.79,5.58,128.52,0.0,6667.0,5357.0,21.2,95.97,93035.03,23,7,2022,8,5
1058,3.35,5.58,128.52,0.0,6944.0,7028.0,21.15,96.37,93042.89,23,7,2022,8,7
1059,3.91,5.58,128.52,0.0,7042.0,9849.0,21.23,96.32,93046.4,23,7,2022,8,8
1060,5.02,5.58,128.52,0.0,7353.0,8756.0,21.63,95.94,93047.22,23,7,2022,8,10
1061,5.58,5.58,128.52,0.0,7353.0,6768.0,21.71,94.89,93048.7,23,7,2022,8,11
1062,0.55,5.58,128.52,0.0,7353.0,7407.0,21.94,93.91,93058.78,23,7,2022,9,1
1063,1.11,5.58,128.52,0.0,7353.0,10781.0,22.1,93.48,93064.44,23,7,2022,9,2
1064,1.67,5.58,128.52,0.0,7353.0,14058.0,22.54,91.08,93062.19,23,7,2022,9,3
1065,2.23,5.58,128.52,0.0,7463.0,12903.0,23.31,89.09,93056.41,23,7,2022,9,4
1066,2.79,5.58,128.52,0.0,7353.0,12268.0,23.23,89.49,93062.67,23,7,2022,9,5
1067,3.35,5.58,128.52,0.0,7353.0,15211.0,23.02,88.31,93060.05,23,7,2022,9,7
1068,4.47,5.58,128.52,0.0,7143.0,15106.0,23.25,87.83,93053.13,23,7,2022,9,9
1069,5.02,5.58,128.52,0.0,7353.0,9689.0,23.38,87.23,93055.64,23,7,2022,9,10
1070,5.58,5.58,128.52,0.0,7353.0,6558.0,23.97,85.94,93057.07,23,7,2022,9,11
1071,0.55,5.58,128.52,0.0,7463.0,9088.0,25.2,79.71,93057.15,23,7,2022,10,1
1072,1.11,5.58,128.52,0.0,7353.0,7161.0,25.02,81.06,93055.14,23,7,2022,10,2
1073,1.67,5.58,128.52,0.0,7463.0,12909.0,25.29,77.63,93050.95,23,7,2022,10,3
1074,2.23,5.58,128.52,0.0,7353.0,4100.0,26.04,76.15,93045.47,23,7,2022,10,4
1075,2.79,5.58,128.52,0.0,7353.0,3962.0,26.1,73.75,93044.62,23,7,2022,10,5
1076,3.35,5.58,128.52,0.0,7353.0,14318.0,26.62,71.54,93038.15,23,7,2022,10,7
1077,3.91,5.58,128.52,0.0,7463.0,10323.0,25.48,74.11,93038.69,23,7,2022,10,8
1078,4.47,5.58,128.52,0.0,7353.0,12644.0,24.97,77.37,93050.57,23,7,2022,10,9
1079,5.02,5.58,128.52,0.0,7463.0,5915.0,25.38,75.09,93054.49,23,7,2022,10,10
1080,5.58,5.58,128.52,0.0,7463.0,5064.0,26.11,74.01,93049.57,23,7,2022,10,11
1081,0.55,5.58,128.52,0.0,7353.0,9280.0,26.23,72.83,93042.17,23,7,2022,11,1
1082,1.11,5.58,128.52,0.0,7353.0,6675.0,26.38,72.75,93050.94,23,7,2022,11,2
1083,1.67,5.58,128.52,0.0,7353.0,12953.0,26.55,71.52,93039.03,23,7,2022,11,3
1084,2.23,5.58,128.52,0.0,7463.0,3210.0,26.26,71.35,93040.28,23,7,2022,11,4
1085,2.79,5.58,128.52,0.0,7353.0,12578.0,27.2,71.29,93025.59,23,7,2022,11,5
1086,3.35,5.58,128.52,0.0,7143.0,3983.0,25.72,73.29,93028.01,23,7,2022,11,7
1087,3.91,5.58,128.52,0.0,6667.0,7411.0,24.32,81.49,93037.65,23,7,2022,11,8
1088,4.47,5.58,128.52,0.0,6757.0,8104.0,23.8,82.89,93045.43,23,7,2022,11,9
1089,5.02,5.58,128.52,0.0,6579.0,11092.0,23.37,88.06,93039.65,23,7,2022,11,10
1090,5.58,5.58,128.52,0.0,6667.0,2051.0,24.45,85.62,93019.49,23,7,2022,11,11
1091,0.55,5.58,128.52,0.0,6757.0,1774.0,25.78,78.56,93015.22,23,7,2022,12,1
1092,1.11,5.58,128.52,0.0,6667.0,2685.0,26.56,71.69,93007.26,23,7,2022,12,2
1093,1.67,5.58,128.52,0.0,6757.0,4641.0,26.37,72.09,93006.34,23,7,2022,12,3
1094,2.23,5.58,128.52,0.0,6757.0,6739.0,26.25,72.73,92993.06,23,7,2022,12,4
1095,2.79,5.58,128.52,0.0,7042.0,4248.0,26.22,72.01,92983.16,23,7,2022,12,5
1096,3.35,5.58,128.52,0.0,6849.0,3688.0,26.38,73.59,92978.95,23,7,2022,12,7
1097,3.91,5.58,128.52,0.0,6944.0,2289.0,26.76,71.76,92969.79,23,7,2022,12,8
1098,4.47,5.58,128.52,0.0,6849.0,2180.0,26.67,67.5,92960.75,23,7,2022,12,9
1099,5.02,5.58,128.52,0.0,6667.0,2597.0,26.97,65.97,92952.55,23,7,2022,12,10
1100,5.58,5.58,128.52,0.0,6757.0,3690.0,26.85,67.7,92943.36,23,7,2022,12,11
1101,0.55,5.58,128.52,0.0,6757.0,2834.0,26.88,67.39,92945.7,23,7,2022,13,1
1102,1.11,5.58,128.52,0.0,6667.0,9325.0,26.63,67.08,92937.0,23,7,2022,13,2
1103,1.67,5.58,128.52,0.0,6757.0,4844.0,26.51,68.69,92931.3,23,7,2022,13,3
1104,2.23,5.58,128.52,0.0,7246.0,2873.0,26.87,67.44,92920.76,23,7,2022,13,4
1105,2.79,5.58,128.52,0.0,7353.0,2998.0,26.73,70.56,92926.62,23,7,2022,13,5
1106,3.35,5.58,128.52,0.0,7353.0,5197.0,26.9,66.46,92914.64,23,7,2022,13,7
1107,3.91,5.58,128.52,0.0,7353.0,12290.0,25.9,69.58,92913.78,23,7,2022,13,8
1108,4.47,5.58,128.52,0.0,7353.0,9127.0,25.19,73.97,92911.4,23,7,2022,13,9
1109,5.02,5.58,128.52,0.0,7246.0,2393.0,25.68,72.43,92905.29,23,7,2022,13,10
1110,5.58,5.58,128.52,0.0,7353.0,2892.0,25.96,72.41,92896.31,23,7,2022,13,11
1111,0.55,5.58,128.52,0.0,7353.0,437.0,26.22,72.36,92889.78,23,7,2022,14,1
1112,1.11,5.58,128.52,0.0,7143.0,384.0,27.12,67.29,92872.42,23,7,2022,14,2
1113,1.67,5.58,128.52,0.0,6757.0,514.0,27.42,67.73,92869.65,23,7,2022,14,3
1114,2.23,5.58,128.52,0.0,7042.0,419.0,27.68,66.91,92869.22,23,7,2022,14,4
1115,2.79,5.58,128.52,0.0,6667.0,10208.0,27.04,67.01,92864.4,23,7,2022,14,5
1116,3.35,5.58,128.52,0.0,6757.0,7075.0,26.8,67.95,92858.65,23,7,2022,14,7
1117,3.91,5.58,128.52,0.0,7353.0,12423.0,26.67,68.92,92855.49,23,7,2022,14,8
1118,4.47,5.58,128.52,0.0,7353.0,14852.0,25.86,74.63,92850.57,23,7,2022,14,9
1119,5.02,5.58,128.52,0.0,7143.0,10646.0,25.28,80.36,92852.51,23,7,2022,14,10
1120,5.58,5.58,128.52,0.0,6944.0,5446.0,25.25,76.76,92842.62,23,7,2022,14,11
1121,0.55,5.58,128.52,0.0,7042.0,384.0,26.29,74.66,92834.25,23,7,2022,15,1
1122,1.11,5.58,128.52,0.0,6667.0,384.0,27.3,68.98,92832.2,23,7,2022,15,2
1123,1.67,5.58,128.52,0.0,6757.0,10630.0,27.27,67.3,92826.4,23,7,2022,15,3
1124,2.23,5.58,128.52,0.0,6667.0,4594.0,26.35,70.43,92818.65,23,7,2022,15,4
1125,2.79,5.58,128.52,0.0,6667.0,6542.0,25.29,73.1,92810.49,23,7,2022,15,5
1126,3.35,5.58,128.52,0.0,7353.0,10898.0,24.88,76.19,92810.9,23,7,2022,15,7
1127,3.91,5.58,128.52,0.0,7353.0,3969.0,25.82,73.0,92808.21,23,7,2022,15,8
1128,4.47,5.58,128.52,0.0,7353.0,5612.0,26.65,69.09,92806.21,23,7,2022,15,9
1129,5.02,5.58,128.52,0.0,7143.0,12625.0,26.45,68.21,92795.32,23,7,2022,15,10
1130,5.58,5.58,128.52,0.0,6757.0,15863.0,26.01,69.64,92792.8,23,7,2022,15,11
1131,0.55,5.58,128.52,0.0,6667.0,5910.0,26.02,70.64,92792.94,23,7,2022,16,1
1132,1.11,5.58,128.52,0.0,7042.0,604.0,26.79,68.13,92787.06,23,7,2022,16,2
1133,1.67,5.58,128.52,0.0,7246.0,13725.0,26.55,68.2,92784.24,23,7,2022,16,3
1134,2.23,5.58,128.52,0.0,7353.0,603.0,26.07,70.52,92790.57,23,7,2022,16,4
1135,2.79,5.58,128.52,0.0,7463.0,397.0,26.5,70.33,92789.31,23,7,2022,16,5
1136,3.35,5.58,128.52,0.0,7463.0,433.0,27.05,66.22,92780.67,23,7,2022,16,7
1137,3.91,5.58,128.52,0.0,7463.0,384.0,27.03,66.4,92783.89,23,7,2022,16,8
1138,4.47,5.58,128.52,0.0,7353.0,4101.0,26.84,67.22,92788.81,23,7,2022,16,9
1139,5.02,5.58,128.52,0.0,7353.0,10012.0,26.04,69.02,92790.31,23,7,2022,16,10
1140,5.58,5.58,128.52,0.0,7353.0,8154.0,25.45,71.66,92795.07,23,7,2022,16,11
1141,0.55,5.58,128.52,0.0,7353.0,5728.0,25.29,73.17,92795.94,23,7,2022,17,1
1142,1.11,5.58,128.52,0.0,7353.0,8666.0,25.1,73.13,92804.3,23,7,2022,17,2
1143,1.67,5.58,128.52,0.0,7463.0,5347.0,25.44,72.65,92796.4,23,7,2022,17,3
1144,2.23,5.58,128.52,0.0,7463.0,15786.0,25.54,73.27,92810.24,23,7,2022,17,4
1145,2.79,5.58,128.52,0.0,7353.0,16974.0,25.57,71.22,92805.57,23,7,2022,17,6
1146,3.35,5.58,128.52,0.0,7353.0,16527.0,25.34,72.8,92818.49,23,7,2022,17,7
1147,3.91,5.58,128.52,0.0,7353.0,3405.0,25.05,74.82,92819.69,23,7,2022,17,8
1148,5.02,5.58,128.52,0.0,7246.0,1248.0,24.21,76.34,92833.53,23,7,2022,17,10
1149,5.58,5.58,128.52,0.0,7463.0,9210.0,23.31,84.87,92838.72,23,7,2022,17,12
1150,0.55,5.58,128.52,0.0,7463.0,7879.0,23.03,87.56,92837.11,23,7,2022,18,1
1151,1.11,5.58,128.52,0.0,7143.0,5713.0,22.94,88.06,92840.45,23,7,2022,18,2
1152,1.67,5.58,128.52,0.0,7143.0,4209.0,22.86,87.84,92850.64,23,7,2022,18,3
1153,2.23,5.58,128.52,0.0,7143.0,3458.0,22.71,87.65,92859.89,23,7,2022,18,5
1154,2.79,5.58,128.52,0.0,7353.0,3107.0,22.62,87.72,92857.01,23,7,2022,18,6
1155,3.35,5.58,128.52,0.0,7463.0,2191.0,22.47,86.4,92853.8,23,7,2022,18,7
1156,3.91,5.58,128.52,0.0,7463.0,1475.0,22.36,87.5,92858.99,23,7,2022,18,8
1157,4.47,5.58,128.52,0.0,7353.0,1135.0,22.28,87.83,92865.09,23,7,2022,18,9
1158,5.02,5.58,128.52,0.0,7353.0,686.0,22.14,88.94,92866.2,23,7,2022,18,11
1159,5.58,5.58,128.52,0.0,7353.0,346.0,22.04,88.41,92869.2,23,7,2022,18,12
1160,1.11,5.58,128.52,0.0,6944.0,53.0,21.87,88.0,92876.05,23,7,2022,19,2
1161,1.67,5.58,128.52,0.0,7042.0,16.0,21.79,88.46,92879.55,23,7,2022,19,4
1162,2.79,5.58,128.52,0.0,7143.0,1.0,21.78,88.88,92902.81,23,7,2022,19,6
1163,3.35,5.58,128.52,0.0,7246.0,4.0,21.87,88.32,92912.51,23,7,2022,19,8
1164,3.91,5.58,128.52,0.0,7353.0,5.0,21.77,88.39,92911.6,23,7,2022,19,9
1165,4.47,5.58,128.52,0.0,6757.0,4.0,21.69,88.43,92908.87,23,7,2022,19,10
1166,5.02,5.58,128.52,0.0,6757.0,5.0,21.6,88.94,92921.91,23,7,2022,19,12
1167,0.55,5.02,127.96,0.0,6667.0,5.0,21.57,88.98,92928.49,23,7,2022,20,1
1168,1.11,5.02,127.96,0.0,6579.0,5.0,21.51,88.05,92937.47,23,7,2022,20,2
1169,1.67,5.02,127.96,0.0,6579.0,5.0,21.42,87.77,92937.49,23,7,2022,20,3
1170,2.23,5.02,127.96,0.0,6757.0,1.0,21.31,88.07,92950.82,23,7,2022,20,4
1171,2.79,5.02,127.96,0.0,7042.0,5.0,21.21,88.51,92947.87,23,7,2022,20,6
1172,3.35,5.02,127.96,0.0,6757.0,5.0,21.18,88.42,92962.71,23,7,2022,20,7
1173,0.55,5.58,127.96,0.0,7353.0,1.0,20.87,89.82,92967.44,23,7,2022,21,2
1174,1.11,5.58,127.96,0.0,7463.0,5.0,20.77,90.13,92968.69,23,7,2022,21,3
1175,1.67,5.58,127.96,0.0,6944.0,4.0,20.77,90.4,92993.92,23,7,2022,21,4
1176,2.23,5.58,127.96,0.0,7353.0,4.0,20.8,89.85,93002.54,23,7,2022,21,5
1177,3.91,5.58,127.96,0.0,7246.0,5.0,20.79,90.32,93031.28,23,7,2022,21,9
1178,0.55,5.02,127.4,0.0,7246.0,4.0,20.7,90.43,93023.0,23,7,2022,22,1
1179,1.11,5.02,127.4,0.0,7353.0,5.0,20.78,90.27,93031.81,23,7,2022,22,3
1180,1.67,5.02,127.4,0.0,7353.0,5.0,20.8,89.83,93032.2,23,7,2022,22,4
1181,2.23,5.02,127.4,0.0,7353.0,5.0,20.89,89.91,93029.47,23,7,2022,22,5
1182,2.79,5.02,127.4,0.0,7353.0,5.0,20.93,89.66,93024.17,23,7,2022,22,6
1183,3.91,5.02,127.4,0.0,6757.0,5.0,20.77,90.92,93028.34,23,7,2022,22,9
1184,5.02,5.02,127.4,0.0,7353.0,5.0,20.62,90.96,93035.22,23,7,2022,22,11
1185,0.55,5.02,126.84,0.0,7353.0,5.0,20.75,90.72,93029.4,23,7,2022,23,1
1186,1.11,5.02,126.84,0.0,7246.0,5.0,20.81,90.59,93041.15,23,7,2022,23,2
1187,1.67,5.02,126.84,0.0,6579.0,5.0,20.8,90.86,93033.46,23,7,2022,23,3
1188,2.23,5.02,126.84,0.0,6944.0,4.0,20.73,91.6,93025.94,23,7,2022,23,5
1189,2.79,5.02,126.84,0.0,7246.0,2.0,20.69,90.97,93015.86,23,7,2022,23,6
1190,3.35,5.02,126.84,0.0,7353.0,5.0,20.67,90.88,93010.9,23,7,2022,23,7
1191,3.91,5.02,126.84,0.0,6579.0,5.0,20.64,91.42,93022.97,23,7,2022,23,9
1192,4.47,5.02,126.84,0.0,6494.0,3.0,20.62,91.43,93017.3,23,7,2022,23,10
1193,5.02,5.02,126.84,0.0,6579.0,5.0,20.62,91.56,93013.26,23,7,2022,23,11
1194,0.55,5.02,126.28,0.0,6849.0,4.0,20.6,91.79,93006.65,24,7,2022,0,1
1195,1.11,5.02,126.28,0.0,6944.0,4.0,20.54,92.16,93000.02,24,7,2022,0,2
1196,1.67,5.02,126.28,0.0,6579.0,4.0,20.5,92.1,92981.19,24,7,2022,0,3
1197,2.23,5.02,126.28,0.0,7353.0,5.0,20.47,92.32,92977.52,24,7,2022,0,5
1198,2.79,5.02,126.28,0.0,7353.0,5.0,20.43,92.82,92972.74,24,7,2022,0,6
1199,3.35,5.02,126.28,0.0,7246.0,5.0,20.38,92.8,92969.07,24,7,2022,0,8
1200,3.91,5.02,126.28,0.0,6579.0,5.0,20.42,92.7,92965.97,24,7,2022,0,9
1201,4.47,5.02,126.28,0.0,6757.0,4.0,20.39,93.0,92958.27,24,7,2022,0,10
1202,5.02,5.02,126.28,0.0,6944.0,5.0,20.38,92.98,92954.07,24,7,2022,0,12
1203,0.55,5.02,125.72,0.0,7042.0,5.0,20.43,93.49,92950.99,24,7,2022,1,1
1204,1.11,5.02,125.72,0.0,7353.0,4.0,20.47,93.23,92940.57,24,7,2022,1,3
1205,1.67,5.02,125.72,0.0,7353.0,5.0,20.43,93.53,92919.53,24,7,2022,1,4
1206,2.23,5.02,125.72,0.0,7143.0,5.0,20.37,93.72,92910.72,24,7,2022,1,5
1207,2.79,5.02,125.72,0.0,6579.0,5.0,20.35,93.95,92912.55,24,7,2022,1,7
1208,3.35,5.02,125.72,0.0,6494.0,5.0,20.45,93.69,92907.26,24,7,2022,1,8
1209,3.91,5.02,125.72,0.0,6757.0,4.0,20.53,93.61,92895.05,24,7,2022,1,10
1210,4.47,5.02,125.72,0.0,7246.0,5.0,20.52,93.86,92894.12,24,7,2022,1,11
1211,1.11,4.47,124.61,0.0,7353.0,5.0,20.51,94.02,92890.65,24,7,2022,2,2
1212,1.67,4.47,124.61,0.0,7143.0,5.0,20.54,93.83,92885.01,24,7,2022,2,3
1213,2.23,4.47,124.61,0.0,6757.0,4.0,20.43,95.02,92885.89,24,7,2022,2,5
1214,2.79,4.47,124.61,0.0,6579.0,1.0,20.28,96.42,92885.1,24,7,2022,2,6
1215,3.35,4.47,124.61,0.0,6667.0,2.0,20.18,96.87,92882.15,24,7,2022,2,7
1216,3.91,4.47,124.61,0.0,6579.0,2.0,20.15,97.13,92888.7,24,7,2022,2,9
1217,4.47,4.47,124.61,0.0,6494.0,4.0,20.17,97.18,92886.87,24,7,2022,2,10
1218,5.02,4.47,124.61,0.0,6579.0,7.0,20.18,97.48,92885.62,24,7,2022,2,12
